customer_id,segment,customer_age_days,lifetime_successful_txns,lifetime_failed_txns,avg_transaction_value,risk_score,preferred_channel,contact_fatigue_score
441,b2c_returning,124,5,1,897.46,0.2009,email,0.0
442,b2c_new,256,7,1,2386.21,0.2935,sms,0.0
443,b2c_returning,60,1,0,934.02,0.0426,whatsapp,0.0
444,b2c_new,342,4,1,2923.24,0.029,whatsapp,0.0
445,b2c_new,62,0,0,1732.68,0.2255,whatsapp,0.0
446,b2c_returning,789,17,3,1818.95,0.3003,none,0.0
447,b2b,38,1,0,29970.5,0.3404,none,0.0
448,b2c_returning,67,1,2,1354.06,0.2473,sms,0.0
449,b2c_new,262,11,1,1529.13,0.2383,email,0.0
450,b2c_returning,804,18,3,4116.25,0.4916,whatsapp,0.0
451,b2c_new,239,4,1,614.91,0.2046,none,0.0
452,b2c_returning,298,6,2,1143.5,0.2504,whatsapp,0.0
453,b2c_returning,182,4,1,3771.41,0.3916,whatsapp,0.0
454,b2c_new,71,0,0,3195.13,0.3354,whatsapp,0.0
455,b2c_new,115,0,0,4610.14,0.1111,sms,0.0
456,b2c_new,60,4,2,1726.88,0.3004,sms,0.0
457,b2b,56,2,0,73731.75,0.2124,email,0.0
458,b2c_new,258,7,2,828.86,0.0417,whatsapp,0.0
459,b2c_returning,65,3,0,1460.37,0.2041,email,0.0
460,b2c_returning,239,7,2,3065.7,0.2046,email,0.0
461,b2c_returning,55,0,0,1506.08,0.1239,email,0.0
462,b2c_new,235,6,2,1427.05,0.1642,sms,0.0
463,b2b,115,4,1,20963.96,0.1659,sms,0.0
464,b2c_new,638,13,4,1835.27,0.0822,whatsapp,0.0
465,b2c_returning,240,6,2,1322.3,0.1347,none,0.0
466,b2c_returning,547,17,7,892.91,0.0734,email,0.0
467,b2c_returning,91,4,0,3492.63,0.2316,email,0.0
468,b2b,189,2,0,21837.09,0.1151,email,0.0
469,b2c_new,74,4,0,858.48,0.1872,email,0.0
470,b2c_returning,124,1,0,1357.93,0.045,whatsapp,0.0
471,b2c_new,142,3,3,2871.02,0.1757,whatsapp,0.0
472,b2c_new,93,3,0,811.74,0.2486,email,0.0
473,b2c_new,60,0,0,2324.28,0.1042,whatsapp,0.0
474,b2c_new,50,1,0,1432.24,0.2623,whatsapp,0.0
475,b2c_new,21,1,0,768.02,0.0918,email,0.0
476,b2c_new,69,0,0,6245.91,0.3157,none,0.0
477,b2c_new,316,4,2,1417.34,0.6737,email,0.0
478,b2c_returning,42,1,1,2598.16,0.1693,email,0.0
479,b2c_returning,52,2,0,821.16,0.3553,sms,0.0
480,b2c_new,902,16,5,5335.72,0.1437,email,0.0
481,b2c_new,101,2,0,7035.42,0.2194,email,0.0
482,b2c_new,240,6,3,628.93,0.1829,email,0.0
483,b2c_returning,320,5,0,1604.15,0.1459,email,0.0
484,b2c_new,326,4,3,4559.94,0.3346,whatsapp,0.0
485,b2c_new,45,2,0,1296.78,0.3049,email,0.0
486,b2c_new,146,4,2,2397.19,0.3888,email,0.0
487,b2c_new,41,0,0,555.18,0.1845,whatsapp,0.0
488,b2c_new,1627,43,13,1036.63,0.1004,whatsapp,0.0
489,b2c_returning,42,1,0,2228.47,0.2816,whatsapp,0.0
490,b2c_returning,70,3,1,1191.44,0.2661,sms,0.0
491,b2c_returning,70,2,1,1398.52,0.116,whatsapp,0.0
492,b2c_returning,46,2,2,623.06,0.185,email,0.0
493,b2c_returning,608,15,4,2845.2,0.1905,whatsapp,0.0
494,b2c_new,1592,31,10,704.75,0.1498,sms,0.0
495,b2c_returning,117,3,1,5292.4,0.3269,none,0.0
496,b2c_returning,54,4,0,1116.17,0.373,email,0.0
497,b2c_new,24,0,0,3152.76,0.379,none,0.0
498,b2c_returning,144,5,2,2942.71,0.1306,whatsapp,0.0
499,b2c_new,135,2,1,903.24,0.0938,email,0.0
500,b2c_returning,100,3,0,1202.93,0.0252,sms,0.0
501,b2c_returning,219,4,2,1306.8,0.0363,email,0.0
502,b2c_returning,256,12,5,1370.3,0.0937,email,0.0
503,b2b,240,7,0,86028.32,0.1572,sms,0.0
504,b2c_returning,135,4,3,2615.6,0.3552,sms,0.0
505,b2c_returning,66,2,1,1111.45,0.09,sms,0.0
506,b2c_returning,327,4,1,1661.74,0.2213,email,0.0
507,b2c_new,182,5,3,3640.91,0.4095,email,0.0
508,b2c_returning,400,10,2,2685.98,0.1668,email,0.0
509,b2c_new,366,10,5,1165.18,0.1079,email,0.0
510,b2c_new,50,2,0,3730.12,0.1181,sms,0.0
511,b2c_new,49,0,0,2868.14,0.0905,email,0.0
512,b2c_returning,91,1,0,1098.23,0.338,whatsapp,0.0
513,b2c_new,69,3,0,1256.03,0.1084,whatsapp,0.0
514,b2c_new,355,7,2,3626.03,0.3625,none,0.0
515,b2c_new,246,2,1,3104.52,0.1622,email,0.0
516,b2c_new,484,5,1,628.76,0.2502,email,0.0
517,b2c_new,257,11,3,890.36,0.0796,email,0.0
518,b2c_returning,217,7,2,2928.68,0.3249,email,0.0
519,b2c_new,529,8,2,791.14,0.3731,none,0.0
520,b2c_returning,274,6,1,3162.12,0.0791,whatsapp,0.0
521,b2c_returning,191,5,0,6978.53,0.3217,none,0.0
522,b2c_new,682,16,8,2337.52,0.174,none,0.0
523,b2c_new,199,5,3,943.36,0.2814,sms,0.0
524,b2c_returning,136,1,0,2036.72,0.0303,sms,0.0
525,b2c_new,84,2,0,3713.65,0.158,email,0.0
526,b2c_new,338,6,1,1929.04,0.1391,whatsapp,0.0
527,b2b,548,13,4,42397.3,0.0998,whatsapp,0.0
528,b2b,171,6,3,52245.53,0.0956,email,0.0
529,b2c_returning,584,21,10,1084.61,0.047,none,0.0
530,b2c_new,30,1,2,3394.06,0.4744,whatsapp,0.0
531,b2c_returning,171,4,1,1093.46,0.1885,none,0.0
532,b2c_returning,173,3,1,294.48,0.357,email,0.0
533,b2c_new,93,1,0,1452.6,0.2695,whatsapp,0.0
534,b2c_returning,1538,32,13,2242.8,0.2452,whatsapp,0.0
535,b2c_new,169,4,1,3776.3,0.2783,email,0.0
536,b2c_new,124,3,0,5696.37,0.2472,email,0.0
537,b2c_returning,184,3,3,1909.95,0.3281,email,0.0
538,b2c_new,29,1,0,2854.28,0.3272,email,0.0
539,b2c_new,90,1,0,1958.59,0.1684,whatsapp,0.0
540,b2c_returning,436,6,0,2306.28,0.1799,whatsapp,0.0
541,b2b,102,4,1,44291.6,0.1896,none,0.0
542,b2c_returning,85,2,0,2359.14,0.1055,email,0.0
543,b2c_returning,584,15,4,1079.87,0.0756,whatsapp,0.0
544,b2b,601,19,6,50661.65,0.0255,email,0.0
545,b2c_new,286,7,0,337.54,0.132,email,0.0
546,b2c_new,119,2,0,2684.27,0.1601,whatsapp,0.0
547,b2c_new,145,7,0,2251.22,0.2021,none,0.0
548,b2c_new,87,1,0,2334.23,0.204,none,0.0
549,b2c_returning,73,1,1,786.48,0.1748,sms,0.0
550,b2c_new,70,0,0,556.04,0.1442,whatsapp,0.0
551,b2c_new,103,2,0,2750.63,0.2134,sms,0.0
552,b2c_new,70,5,0,4601.98,0.1249,whatsapp,0.0
553,b2c_new,44,0,0,2100.02,0.0699,email,0.0
554,b2b,219,7,2,9064.36,0.2145,email,0.0
555,b2c_new,222,7,1,1306.15,0.1085,none,0.0
556,b2c_new,831,24,3,2270.25,0.1803,email,0.0
557,b2c_new,98,2,2,4245.03,0.4525,whatsapp,0.0
558,b2c_new,234,8,4,1445.28,0.1512,email,0.0
559,b2c_returning,238,6,3,4127.98,0.1966,whatsapp,0.0
560,b2c_new,143,9,5,573.26,0.0703,none,0.0
561,b2c_new,351,6,1,1171.97,0.3871,email,0.0
562,b2c_new,361,3,2,2637.75,0.1923,sms,0.0
563,b2c_returning,241,5,0,6819.28,0.2099,whatsapp,0.0
564,b2c_returning,143,2,0,1818.08,0.0792,email,0.0
565,b2c_returning,130,3,0,872.88,0.0628,email,0.0
566,b2c_returning,52,0,0,6711.63,0.0572,email,0.0
567,b2c_returning,87,0,0,1647.88,0.1012,email,0.0
568,b2c_new,102,2,0,2866.61,0.2936,email,0.0
569,b2c_new,65,1,0,1424.31,0.4617,email,0.0
570,b2c_returning,267,8,1,1988.5,0.4195,email,0.0
571,b2c_new,528,12,2,1214.47,0.1844,none,0.0
572,b2c_returning,79,0,0,8741.98,0.0665,email,0.0
573,b2c_new,232,2,1,4143.95,0.1296,email,0.0
574,b2c_returning,70,2,4,6205.73,0.0649,whatsapp,0.0
575,b2c_returning,136,3,1,1036.51,0.1976,whatsapp,0.0
576,b2c_returning,96,3,0,501.71,0.185,sms,0.0
577,b2b,309,4,4,11025.17,0.088,sms,0.0
578,b2c_returning,97,1,0,10478.41,0.0898,email,0.0
579,b2c_returning,447,14,2,1436.88,0.1866,none,0.0
580,b2c_new,144,4,0,3758.57,0.1531,whatsapp,0.0
581,b2c_new,100,2,0,878.44,0.2535,email,0.0
582,b2c_returning,58,1,0,1007.51,0.3405,sms,0.0
583,b2c_new,226,5,0,1702.22,0.1265,whatsapp,0.0
584,b2c_new,402,10,3,7881.93,0.0349,whatsapp,0.0
585,b2b,230,5,3,38055.01,0.3611,email,0.0
586,b2c_returning,1350,28,10,427.65,0.4509,none,0.0
587,b2c_new,651,20,5,2870.53,0.3258,whatsapp,0.0
588,b2c_new,136,1,0,805.47,0.0797,sms,0.0
589,b2c_new,135,0,0,1117.05,0.0728,sms,0.0
590,b2c_new,274,2,1,2572.97,0.1999,sms,0.0
591,b2b,84,1,0,20383.62,0.1211,whatsapp,0.0
592,b2c_new,514,10,2,4628.68,0.3165,sms,0.0
593,b2c_new,249,6,4,2270.23,0.2456,whatsapp,0.0
594,b2c_returning,226,5,2,2292.67,0.1444,whatsapp,0.0
595,b2c_new,334,3,1,4618.8,0.3471,whatsapp,0.0
596,b2c_new,848,17,10,597.44,0.0734,email,0.0
597,b2c_returning,209,5,3,6468.44,0.3603,sms,0.0
598,b2c_returning,162,5,1,1075.3,0.1082,email,0.0
599,b2b,699,18,8,27105.04,0.3003,email,0.0
600,b2c_returning,429,7,2,1271.77,0.0854,whatsapp,0.0
601,b2c_new,134,2,1,801.38,0.169,sms,0.0
602,b2c_returning,180,4,1,2486.56,0.1976,email,0.0
603,b2b,214,4,1,25240.03,0.7377,whatsapp,0.0
604,b2c_returning,249,5,1,1671.98,0.1767,email,0.0
605,b2b,53,1,0,48538.44,0.4732,none,0.0
606,b2c_returning,44,1,1,5238.05,0.2692,whatsapp,0.0
607,b2c_returning,80,1,0,8354.07,0.0475,email,0.0
608,b2c_new,75,1,0,4326.76,0.5185,whatsapp,0.0
609,b2c_returning,100,1,1,2185.78,0.1047,email,0.0
610,b2c_new,318,8,3,572.18,0.0525,email,0.0
611,b2c_returning,154,1,1,2792.1,0.2853,sms,0.0
612,b2c_returning,214,6,1,2879.91,0.1552,email,0.0
613,b2b,59,2,1,38304.25,0.1104,whatsapp,0.0
614,b2b,118,0,0,71499.26,0.1532,none,0.0
615,b2c_new,305,12,2,3263.6,0.1236,whatsapp,0.0
616,b2c_returning,307,8,3,5370.37,0.2166,sms,0.0
617,b2c_returning,93,2,1,904.79,0.0714,email,0.0
618,b2c_new,208,4,0,2906.78,0.0779,email,0.0
619,b2c_new,1302,15,2,1019.74,0.1765,email,0.0
620,b2c_new,177,3,0,1673.3,0.3078,none,0.0
621,b2c_returning,96,1,1,926.54,0.0116,email,0.0
622,b2c_new,153,4,0,1408.17,0.1793,email,0.0
623,b2b,195,5,4,23678.63,0.2092,whatsapp,0.0
624,b2c_new,157,3,0,2402.19,0.131,whatsapp,0.0
625,b2b,174,4,0,34341.16,0.1401,none,0.0
626,b2c_new,49,3,0,4216.95,0.2273,none,0.0
627,b2c_returning,75,2,0,1140.44,0.1409,sms,0.0
628,b2c_new,157,4,0,2315.66,0.2383,none,0.0
629,b2c_returning,155,1,0,834.5,0.1394,none,0.0
630,b2c_returning,108,0,0,1665.8,0.1377,whatsapp,0.0
631,b2b,153,3,2,20480.24,0.1633,none,0.0
632,b2c_returning,190,4,2,943.66,0.2413,whatsapp,0.0
633,b2c_new,400,6,1,2662.22,0.0946,email,0.0
634,b2c_new,164,8,2,1614.07,0.1624,whatsapp,0.0
635,b2c_new,257,4,0,2005.4,0.2124,email,0.0
636,b2c_new,110,1,1,4241.61,0.0471,none,0.0
637,b2c_returning,301,5,1,1334.31,0.2023,sms,0.0
638,b2c_returning,252,4,0,3263.91,0.1561,sms,0.0
639,b2c_returning,392,6,1,4942.15,0.4912,whatsapp,0.0
640,b2c_returning,342,8,3,4734.66,0.1225,sms,0.0
641,b2c_returning,305,8,2,1577.9,0.0343,email,0.0
642,b2c_returning,164,6,1,911.12,0.0837,whatsapp,0.0
643,b2c_new,224,8,2,1095.09,0.0382,email,0.0
644,b2c_new,468,12,3,592.8,0.1093,whatsapp,0.0
645,b2c_returning,100,2,0,2909.55,0.1959,none,0.0
646,b2c_returning,102,5,4,3038.75,0.2317,sms,0.0
647,b2c_new,211,5,0,1954.17,0.0932,whatsapp,0.0
648,b2c_returning,261,5,1,686.94,0.3982,email,0.0
649,b2c_returning,85,2,1,1393.88,0.1669,whatsapp,0.0
650,b2c_new,168,4,1,4730.2,0.0107,sms,0.0
651,b2c_new,165,6,1,2758.13,0.1127,email,0.0
652,b2c_returning,24,1,0,3114.04,0.0513,whatsapp,0.0
653,b2c_returning,147,4,1,18236.56,0.1931,sms,0.0
654,b2c_new,156,3,1,2264.69,0.3543,whatsapp,0.0
655,b2c_returning,155,7,3,397.22,0.1189,sms,0.0
656,b2c_new,643,13,6,832.78,0.0969,none,0.0
657,b2c_returning,60,1,0,2229.27,0.4086,whatsapp,0.0
658,b2c_new,85,1,0,1823.77,0.2148,whatsapp,0.0
659,b2c_returning,17,0,0,1595.83,0.1334,email,0.0
660,b2c_new,116,3,0,1615.56,0.2544,whatsapp,0.0
661,b2c_new,126,1,1,1039.44,0.1588,sms,0.0
662,b2c_returning,113,1,0,2338.38,0.1791,whatsapp,0.0
663,b2c_new,487,7,2,4777.13,0.3748,whatsapp,0.0
664,b2c_new,390,5,4,6052.21,0.2024,whatsapp,0.0
665,b2c_new,193,6,0,5933.27,0.4329,sms,0.0
666,b2c_returning,128,0,0,921.83,0.1819,whatsapp,0.0
667,b2c_returning,453,8,3,1774.76,0.3944,whatsapp,0.0
668,b2b,176,2,1,110515.07,0.0365,whatsapp,0.0
669,b2c_new,86,0,0,2724.18,0.1655,none,0.0
670,b2c_new,38,0,0,1698.76,0.0525,email,0.0
671,b2c_new,120,3,2,1537.02,0.0568,sms,0.0
672,b2c_returning,355,8,4,4982.8,0.2282,email,0.0
673,b2b,1396,29,6,68394.34,0.1929,whatsapp,0.0
674,b2c_returning,190,5,1,1963.47,0.0901,sms,0.0
675,b2c_returning,90,3,0,2403.81,0.2546,whatsapp,0.0
676,b2c_new,61,0,0,2889.61,0.0501,email,0.0
677,b2b,295,7,1,156386.36,0.4263,whatsapp,0.0
678,b2c_new,36,0,0,5334.97,0.0762,email,0.0
679,b2c_new,295,3,1,731.88,0.3004,sms,0.0
680,b2c_new,375,6,0,2258.97,0.052,sms,0.0
681,b2c_new,266,9,7,1675.52,0.2217,whatsapp,0.0
682,b2c_new,147,3,1,1458.15,0.3029,sms,0.0
683,b2c_new,299,3,1,3059.44,0.0965,whatsapp,0.0
684,b2c_new,209,4,0,4460.97,0.2202,email,0.0
685,b2c_returning,89,0,0,1189.53,0.0811,whatsapp,0.0
686,b2c_new,951,24,8,5862.89,0.2388,sms,0.0
687,b2c_new,131,6,2,660.76,0.0392,email,0.0
688,b2b,361,7,1,41041.18,0.2141,whatsapp,0.0
689,b2c_returning,20,1,0,964.94,0.2861,none,0.0
690,b2c_returning,567,11,2,1148.6,0.1314,email,0.0
691,b2c_new,675,13,4,1877.31,0.1808,email,0.0
692,b2c_returning,184,4,1,1361.53,0.1405,whatsapp,0.0
693,b2c_new,297,8,0,242.56,0.1287,none,0.0
694,b2c_new,297,8,1,2761.61,0.077,sms,0.0
695,b2b,100,2,1,44077.56,0.294,whatsapp,0.0
696,b2c_returning,294,7,0,1608.08,0.2421,email,0.0
697,b2c_returning,86,2,0,1522.02,0.4185,email,0.0
698,b2c_returning,104,5,1,1386.47,0.0966,email,0.0
699,b2c_returning,496,16,4,543.22,0.2568,whatsapp,0.0
700,b2c_new,432,9,2,504.44,0.169,whatsapp,0.0
701,b2c_new,95,3,0,3159.23,0.2257,whatsapp,0.0
702,b2c_new,93,4,2,3792.7,0.551,email,0.0
703,b2c_new,100,1,1,2733.46,0.3391,email,0.0
704,b2c_returning,348,9,0,2347.3,0.0551,sms,0.0
705,b2c_new,73,2,0,3113.32,0.0129,sms,0.0
706,b2c_returning,248,2,1,2971.49,0.1946,sms,0.0
707,b2c_returning,352,7,2,1038.92,0.1399,whatsapp,0.0
708,b2c_returning,166,5,1,2103.3,0.0582,sms,0.0
709,b2c_new,446,12,3,1463.07,0.3525,whatsapp,0.0
710,b2c_new,136,6,2,1476.66,0.2043,whatsapp,0.0
711,b2b,148,4,1,47277.02,0.1119,email,0.0
712,b2c_returning,74,1,1,5419.75,0.105,whatsapp,0.0
713,b2c_returning,449,6,4,348.31,0.0857,sms,0.0
714,b2b,90,3,1,24727.16,0.1933,sms,0.0
715,b2c_returning,246,3,0,1451.48,0.1785,whatsapp,0.0
716,b2c_new,168,0,0,4058.51,0.3068,none,0.0
717,b2c_returning,69,2,0,652.15,0.2116,email,0.0
718,b2c_new,104,2,1,222.04,0.336,email,0.0
719,b2c_returning,624,10,0,3197.73,0.1918,whatsapp,0.0
720,b2b,215,5,2,78649.5,0.1973,sms,0.0
721,b2c_returning,72,4,0,516.33,0.1446,whatsapp,0.0
722,b2c_new,236,6,0,1649.88,0.0879,sms,0.0
723,b2c_new,157,2,1,5253.6,0.0456,none,0.0
724,b2b,3650,32,9,31324.6,0.1964,email,0.0
725,b2c_new,232,4,1,1931.94,0.2394,none,0.0
726,b2c_new,127,2,1,2568.6,0.3395,whatsapp,0.0
727,b2c_new,646,13,2,662.62,0.19,none,0.0
728,b2c_new,34,1,1,1213.0,0.2557,email,0.0
729,b2c_new,195,4,0,551.12,0.2644,sms,0.0
730,b2c_returning,1083,26,4,1604.18,0.1435,email,0.0
731,b2c_new,162,6,2,1034.68,0.3161,whatsapp,0.0
732,b2c_new,37,0,0,2081.66,0.1059,email,0.0
733,b2c_new,126,4,0,2807.13,0.0815,sms,0.0
734,b2c_new,666,19,7,4758.0,0.206,email,0.0
735,b2c_new,252,5,2,9210.86,0.2487,whatsapp,0.0
736,b2c_returning,84,2,0,2081.68,0.1289,whatsapp,0.0
737,b2c_new,97,1,2,1442.23,0.0493,email,0.0
738,b2c_new,108,3,0,1384.75,0.0411,whatsapp,0.0
739,b2c_new,249,6,1,916.11,0.2651,email,0.0
740,b2c_new,600,10,4,2463.28,0.0991,none,0.0
741,b2c_new,464,9,2,1273.0,0.1436,whatsapp,0.0
742,b2c_new,271,5,1,2586.8,0.4719,email,0.0
743,b2c_returning,54,2,0,936.76,0.0407,email,0.0
744,b2c_new,54,1,0,1298.92,0.0986,whatsapp,0.0
745,b2c_returning,290,9,4,2436.19,0.3557,whatsapp,0.0
746,b2c_new,53,3,2,1649.3,0.1304,none,0.0
747,b2c_new,146,1,0,469.34,0.0744,sms,0.0
748,b2c_new,236,5,4,1780.96,0.3884,sms,0.0
749,b2c_returning,64,3,2,1026.9,0.2348,email,0.0
750,b2c_returning,71,2,0,4115.61,0.1843,email,0.0
751,b2c_new,165,2,0,3552.19,0.0875,none,0.0
752,b2c_new,283,8,4,364.12,0.4372,none,0.0
753,b2c_new,467,6,0,3154.52,0.1835,sms,0.0
754,b2c_new,310,5,3,2363.86,0.1798,email,0.0
755,b2c_returning,192,8,0,636.96,0.1512,whatsapp,0.0
756,b2c_new,91,3,0,3328.8,0.0858,sms,0.0
757,b2c_new,68,2,1,734.82,0.1467,whatsapp,0.0
758,b2b,113,1,1,33591.08,0.2025,whatsapp,0.0
759,b2c_new,260,7,2,1145.06,0.1467,whatsapp,0.0
760,b2c_new,243,6,2,621.98,0.2437,sms,0.0
761,b2c_returning,27,1,0,7943.15,0.1139,whatsapp,0.0
762,b2c_new,88,2,0,609.79,0.3778,whatsapp,0.0
763,b2c_new,532,15,4,1023.85,0.2494,whatsapp,0.0
764,b2c_new,193,3,0,1174.5,0.1699,whatsapp,0.0
765,b2b,50,1,0,106457.41,0.3935,whatsapp,0.0
766,b2c_new,1499,33,6,2935.66,0.0885,email,0.0
767,b2c_new,175,5,0,1874.47,0.1934,email,0.0
768,b2c_new,254,6,2,3635.69,0.2416,email,0.0
769,b2c_new,257,8,6,2335.27,0.1849,whatsapp,0.0
770,b2c_returning,129,4,2,558.05,0.4011,email,0.0
771,b2c_new,93,2,0,2645.04,0.0304,sms,0.0
772,b2c_returning,1214,28,5,2120.07,0.2489,email,0.0
773,b2c_returning,444,13,6,1162.47,0.2645,none,0.0
774,b2c_returning,377,9,2,7685.95,0.2213,whatsapp,0.0
775,b2c_new,302,11,3,2755.59,0.3373,email,0.0
776,b2c_returning,72,1,0,3479.87,0.1187,sms,0.0
777,b2c_returning,568,11,1,3565.8,0.0697,email,0.0
778,b2c_new,84,3,2,1341.45,0.2835,whatsapp,0.0
779,b2c_returning,232,6,1,2804.31,0.2413,whatsapp,0.0
780,b2c_returning,41,0,0,2245.67,0.2363,whatsapp,0.0
781,b2c_new,28,0,0,1218.8,0.0894,sms,0.0
782,b2b,239,3,0,57342.64,0.2139,none,0.0
783,b2c_new,86,5,2,1830.79,0.2599,email,0.0
784,b2c_returning,30,0,0,2714.58,0.2679,whatsapp,0.0
785,b2b,292,12,6,57264.56,0.106,sms,0.0
786,b2c_new,1213,22,6,1584.34,0.6594,sms,0.0
787,b2c_returning,628,8,0,1834.8,0.2113,email,0.0
788,b2c_new,142,5,0,1472.41,0.149,email,0.0
789,b2c_returning,181,6,0,5324.45,0.3104,whatsapp,0.0
790,b2c_returning,400,8,2,2174.84,0.0166,whatsapp,0.0
791,b2c_new,494,12,7,1280.52,0.1373,none,0.0
792,b2c_new,132,1,1,507.72,0.1633,whatsapp,0.0
793,b2c_new,185,8,2,1567.91,0.1867,email,0.0
794,b2c_new,235,7,2,1202.03,0.0897,email,0.0
795,b2c_new,296,8,2,1171.18,0.1041,whatsapp,0.0
796,b2c_new,159,2,0,3482.03,0.1203,email,0.0
797,b2c_new,161,5,4,1903.32,0.1345,email,0.0
798,b2c_new,623,10,5,554.37,0.2229,sms,0.0
799,b2c_returning,534,9,1,2775.88,0.1118,whatsapp,0.0
800,b2c_returning,276,6,2,594.74,0.2091,whatsapp,0.0
801,b2c_returning,845,16,4,2924.46,0.1034,email,0.0
802,b2c_new,127,2,0,1290.76,0.4769,whatsapp,0.0
803,b2c_returning,775,23,5,1912.9,0.1123,none,0.0
804,b2c_returning,293,9,3,1768.89,0.1272,whatsapp,0.0
805,b2c_new,3418,52,24,1622.71,0.1001,email,0.0
806,b2c_new,61,2,1,2084.34,0.0351,whatsapp,0.0
807,b2c_returning,96,1,0,1906.19,0.0356,sms,0.0
808,b2c_new,262,6,2,6663.18,0.0791,email,0.0
809,b2c_returning,257,6,1,2105.49,0.2151,whatsapp,0.0
810,b2b,1041,24,6,53760.95,0.033,none,0.0
811,b2c_new,98,1,0,1095.4,0.0466,sms,0.0
812,b2c_new,406,7,2,2349.99,0.2332,email,0.0
813,b2b,512,11,3,94343.67,0.1393,email,0.0
814,b2c_returning,339,8,1,4026.41,0.2793,whatsapp,0.0
815,b2c_new,75,1,0,636.83,0.2734,whatsapp,0.0
816,b2c_returning,639,12,5,997.23,0.2969,email,0.0
817,b2c_returning,544,15,2,575.45,0.0736,email,0.0
818,b2c_returning,308,7,1,2414.61,0.0846,none,0.0
819,b2c_returning,216,8,4,1337.87,0.0506,whatsapp,0.0
820,b2c_new,220,5,2,2909.37,0.2238,none,0.0
821,b2c_new,167,1,0,909.26,0.1468,email,0.0
822,b2c_returning,320,6,1,2611.23,0.0826,none,0.0
823,b2c_new,185,6,4,2701.14,0.0835,email,0.0
824,b2c_returning,83,4,1,2087.66,0.1993,sms,0.0
825,b2c_returning,70,2,0,1839.32,0.3751,sms,0.0
826,b2c_new,91,0,0,1981.44,0.1474,none,0.0
827,b2c_returning,219,6,1,951.52,0.2455,email,0.0
828,b2c_new,175,1,0,847.98,0.1381,none,0.0
829,b2c_returning,218,2,1,2633.98,0.3745,none,0.0
830,b2c_new,282,5,0,1390.56,0.4756,none,0.0
831,b2c_returning,102,8,4,2472.33,0.2233,sms,0.0
832,b2c_returning,673,16,2,5330.68,0.1441,sms,0.0
833,b2c_new,141,0,0,1307.05,0.204,email,0.0
834,b2c_returning,121,4,1,1182.61,0.338,sms,0.0
835,b2c_returning,277,9,5,1434.46,0.1041,email,0.0
836,b2c_returning,34,0,0,1849.78,0.1388,whatsapp,0.0
837,b2c_returning,88,4,2,2766.78,0.2421,whatsapp,0.0
838,b2b,435,20,8,27122.28,0.2235,none,0.0
839,b2c_new,37,2,0,7711.94,0.3321,sms,0.0
840,b2c_returning,492,6,0,2416.65,0.3322,sms,0.0
841,b2c_new,701,24,5,3109.19,0.3142,sms,0.0
842,b2c_returning,129,5,0,1754.15,0.5573,none,0.0
843,b2c_returning,234,5,4,3654.9,0.183,email,0.0
844,b2c_new,492,8,4,1559.08,0.031,email,0.0
845,b2c_new,118,2,0,1146.63,0.0312,email,0.0
846,b2c_returning,393,12,2,3392.37,0.5086,whatsapp,0.0
847,b2c_new,98,2,1,1729.24,0.1757,sms,0.0
848,b2c_returning,117,4,2,2137.15,0.158,none,0.0
849,b2c_new,87,3,0,3579.08,0.4231,none,0.0
850,b2b,245,7,2,50279.13,0.1836,whatsapp,0.0
851,b2c_new,510,13,1,1621.44,0.1148,sms,0.0
852,b2c_new,152,5,2,1237.4,0.3085,none,0.0
853,b2c_returning,57,3,2,3784.69,0.3554,sms,0.0
854,b2b,67,2,0,104557.83,0.2937,sms,0.0
855,b2c_new,256,11,0,1736.75,0.2182,sms,0.0
856,b2c_new,946,28,8,2200.36,0.2154,whatsapp,0.0
857,b2c_returning,256,5,4,2194.02,0.1683,email,0.0
858,b2c_returning,127,2,0,3659.68,0.2296,sms,0.0
859,b2c_new,358,6,3,1714.14,0.32,none,0.0
860,b2c_returning,145,3,1,4717.39,0.2016,email,0.0
861,b2c_returning,128,3,0,1512.34,0.145,email,0.0
862,b2c_returning,75,3,0,2333.38,0.0094,none,0.0
863,b2c_returning,639,8,0,1582.72,0.141,whatsapp,0.0
864,b2c_returning,18,0,0,7791.12,0.3685,email,0.0
865,b2c_new,369,14,3,1408.24,0.0419,sms,0.0
866,b2b,118,0,0,23733.81,0.1815,email,0.0
867,b2c_returning,124,1,0,1950.54,0.0885,email,0.0
868,b2c_returning,825,21,6,1493.38,0.1716,email,0.0
869,b2c_new,94,2,1,2243.26,0.1071,email,0.0
870,b2c_new,97,3,1,4255.23,0.1786,whatsapp,0.0
871,b2c_returning,160,4,0,1995.51,0.2288,email,0.0
872,b2c_new,261,5,2,2047.82,0.1349,email,0.0
873,b2b,120,4,3,28557.38,0.1691,email,0.0
874,b2c_new,43,1,0,1263.94,0.2109,email,0.0
875,b2c_returning,82,2,0,1925.83,0.0411,whatsapp,0.0
876,b2c_returning,570,9,4,1809.6,0.3454,whatsapp,0.0
877,b2c_new,192,3,4,4092.15,0.2195,none,0.0
878,b2c_new,270,10,1,919.83,0.2417,email,0.0
879,b2c_returning,142,2,0,4982.65,0.2023,email,0.0
880,b2c_returning,99,0,0,1624.2,0.279,whatsapp,0.0
881,b2c_new,814,12,2,1997.23,0.0281,email,0.0
882,b2c_returning,151,1,0,854.19,0.2977,sms,0.0
