transaction_id,customer_id,segment,customer_age_days,lifetime_successful_txns,lifetime_failed_txns,risk_score,amount,failure_type,payment_method,attempt_number,is_subscription,contact_fatigue_score,action,true_prob_HIDDEN,outcome,failure_action,segment_action,event_type,split
3261,1690,b2c_new,127,5,1,0.2534,688.05,customer_abandoned,card,3,True,0.6,reminder,0.0414,0,customer_abandoned__reminder,b2c_new__reminder,checkout_abandonment,train
3261,1690,b2c_new,127,5,1,0.2534,688.05,customer_abandoned,card,3,True,0.6,payment_link,0.0415,0,customer_abandoned__payment_link,b2c_new__payment_link,checkout_abandonment,train
6422,2513,b2c_new,289,11,3,0.4785,455.74,card_expired,card,1,False,0.0,discount,0.1052,0,card_expired__discount,b2c_new__discount,temporary_payment_failure,train
6422,2513,b2c_new,289,11,3,0.4785,455.74,card_expired,card,1,False,0.0,wait,0.1335,0,card_expired__wait,b2c_new__wait,temporary_payment_failure,train
6422,2513,b2c_new,289,11,3,0.4785,455.74,card_expired,card,1,False,0.0,close,0.0082,0,card_expired__close,b2c_new__close,temporary_payment_failure,train
6422,2513,b2c_new,289,11,3,0.4785,455.74,card_expired,card,1,False,0.0,reminder,0.0349,0,card_expired__reminder,b2c_new__reminder,temporary_payment_failure,train
6422,2513,b2c_new,289,11,3,0.4785,455.74,card_expired,card,1,False,0.0,payment_link,0.2211,0,card_expired__payment_link,b2c_new__payment_link,temporary_payment_failure,train
5235,1635,b2b,482,13,1,0.2733,14193.82,customer_abandoned,upi,1,False,0.0,discount,0.0533,0,customer_abandoned__discount,b2b__discount,checkout_abandonment,train
5235,1635,b2b,482,13,1,0.2733,14193.82,customer_abandoned,upi,1,False,0.0,wait,0.0241,0,customer_abandoned__wait,b2b__wait,checkout_abandonment,train
5235,1635,b2b,482,13,1,0.2733,14193.82,customer_abandoned,upi,1,False,0.0,close,0.0617,0,customer_abandoned__close,b2b__close,checkout_abandonment,train
5235,1635,b2b,482,13,1,0.2733,14193.82,customer_abandoned,upi,1,False,0.0,reminder,0.0419,0,customer_abandoned__reminder,b2b__reminder,checkout_abandonment,train
5235,1635,b2b,482,13,1,0.2733,14193.82,customer_abandoned,upi,1,False,0.0,payment_link,0.1386,0,customer_abandoned__payment_link,b2b__payment_link,checkout_abandonment,train
8449,2215,b2b,14,1,0,0.0632,18842.16,temporary_bank_decline,card,1,False,0.0,discount,0.1553,1,temporary_bank_decline__discount,b2b__discount,temporary_payment_failure,train
8449,2215,b2b,14,1,0,0.0632,18842.16,temporary_bank_decline,card,1,False,0.0,wait,0.1621,0,temporary_bank_decline__wait,b2b__wait,temporary_payment_failure,train
8449,2215,b2b,14,1,0,0.0632,18842.16,temporary_bank_decline,card,1,False,0.0,close,0.1129,0,temporary_bank_decline__close,b2b__close,temporary_payment_failure,train
8449,2215,b2b,14,1,0,0.0632,18842.16,temporary_bank_decline,card,1,False,0.0,retry,0.0796,0,temporary_bank_decline__retry,b2b__retry,temporary_payment_failure,train
8449,2215,b2b,14,1,0,0.0632,18842.16,temporary_bank_decline,card,1,False,0.0,reminder,0.1452,0,temporary_bank_decline__reminder,b2b__reminder,temporary_payment_failure,train
8449,2215,b2b,14,1,0,0.0632,18842.16,temporary_bank_decline,card,1,False,0.0,payment_link,0.1594,0,temporary_bank_decline__payment_link,b2b__payment_link,temporary_payment_failure,train
2233,543,b2c_returning,584,15,4,0.0756,1174.37,risk_block,card,2,False,0.3,close,0.0146,0,risk_block__close,b2c_returning__close,temporary_payment_failure,train
2233,543,b2c_returning,584,15,4,0.0756,1174.37,risk_block,card,2,False,0.3,wait,0.0149,0,risk_block__wait,b2c_returning__wait,temporary_payment_failure,train
3937,211,b2c_returning,543,10,4,0.058,11506.76,customer_abandoned,netbanking,1,False,0.0,discount,0.0517,0,customer_abandoned__discount,b2c_returning__discount,checkout_abandonment,train
3937,211,b2c_returning,543,10,4,0.058,11506.76,customer_abandoned,netbanking,1,False,0.0,wait,0.0407,0,customer_abandoned__wait,b2c_returning__wait,checkout_abandonment,train
3937,211,b2c_returning,543,10,4,0.058,11506.76,customer_abandoned,netbanking,1,False,0.0,close,0.0132,0,customer_abandoned__close,b2c_returning__close,checkout_abandonment,train
3937,211,b2c_returning,543,10,4,0.058,11506.76,customer_abandoned,netbanking,1,False,0.0,reminder,0.0268,0,customer_abandoned__reminder,b2c_returning__reminder,checkout_abandonment,train
3937,211,b2c_returning,543,10,4,0.058,11506.76,customer_abandoned,netbanking,1,False,0.0,payment_link,0.047,0,customer_abandoned__payment_link,b2c_returning__payment_link,checkout_abandonment,train
3965,2656,b2b,233,13,4,0.3142,90620.53,temporary_bank_decline,card,1,False,0.0,discount,0.0298,0,temporary_bank_decline__discount,b2b__discount,temporary_payment_failure,train
3965,2656,b2b,233,13,4,0.3142,90620.53,temporary_bank_decline,card,1,False,0.0,wait,0.0636,0,temporary_bank_decline__wait,b2b__wait,temporary_payment_failure,train
3965,2656,b2b,233,13,4,0.3142,90620.53,temporary_bank_decline,card,1,False,0.0,close,0.036,0,temporary_bank_decline__close,b2b__close,temporary_payment_failure,train
3965,2656,b2b,233,13,4,0.3142,90620.53,temporary_bank_decline,card,1,False,0.0,retry,0.1125,1,temporary_bank_decline__retry,b2b__retry,temporary_payment_failure,train
3965,2656,b2b,233,13,4,0.3142,90620.53,temporary_bank_decline,card,1,False,0.0,reminder,0.1464,0,temporary_bank_decline__reminder,b2b__reminder,temporary_payment_failure,train
3965,2656,b2b,233,13,4,0.3142,90620.53,temporary_bank_decline,card,1,False,0.0,payment_link,0.2115,0,temporary_bank_decline__payment_link,b2b__payment_link,temporary_payment_failure,train
4390,762,b2c_new,88,2,0,0.3778,353.83,customer_abandoned,card,1,False,0.0,discount,0.1039,0,customer_abandoned__discount,b2c_new__discount,checkout_abandonment,train
4390,762,b2c_new,88,2,0,0.3778,353.83,customer_abandoned,card,1,False,0.0,wait,0.0404,0,customer_abandoned__wait,b2c_new__wait,checkout_abandonment,train
4390,762,b2c_new,88,2,0,0.3778,353.83,customer_abandoned,card,1,False,0.0,close,0.0453,0,customer_abandoned__close,b2c_new__close,checkout_abandonment,train
4390,762,b2c_new,88,2,0,0.3778,353.83,customer_abandoned,card,1,False,0.0,reminder,0.0654,1,customer_abandoned__reminder,b2c_new__reminder,checkout_abandonment,train
4390,762,b2c_new,88,2,0,0.3778,353.83,customer_abandoned,card,1,False,0.0,payment_link,0.0367,0,customer_abandoned__payment_link,b2c_new__payment_link,checkout_abandonment,train
8593,1629,b2c_new,406,9,6,0.4728,1039.81,network_timeout,upi,3,False,0.6,wait,0.1844,1,network_timeout__wait,b2c_new__wait,repeated_payment_failure,train
8593,1629,b2c_new,406,9,6,0.4728,1039.81,network_timeout,upi,3,False,0.6,close,0.1383,0,network_timeout__close,b2c_new__close,repeated_payment_failure,train
8593,1629,b2c_new,406,9,6,0.4728,1039.81,network_timeout,upi,3,False,0.6,retry,0.4223,0,network_timeout__retry,b2c_new__retry,repeated_payment_failure,train
8593,1629,b2c_new,406,9,6,0.4728,1039.81,network_timeout,upi,3,False,0.6,reminder,0.148,1,network_timeout__reminder,b2c_new__reminder,repeated_payment_failure,train
8593,1629,b2c_new,406,9,6,0.4728,1039.81,network_timeout,upi,3,False,0.6,payment_link,0.352,0,network_timeout__payment_link,b2c_new__payment_link,repeated_payment_failure,train
5532,1042,b2c_returning,217,5,1,0.1352,2472.24,network_timeout,netbanking,1,False,0.0,wait,0.2365,0,network_timeout__wait,b2c_returning__wait,temporary_payment_failure,train
5532,1042,b2c_returning,217,5,1,0.1352,2472.24,network_timeout,netbanking,1,False,0.0,close,0.3854,0,network_timeout__close,b2c_returning__close,temporary_payment_failure,train
5532,1042,b2c_returning,217,5,1,0.1352,2472.24,network_timeout,netbanking,1,False,0.0,retry,0.461,0,network_timeout__retry,b2c_returning__retry,temporary_payment_failure,train
5532,1042,b2c_returning,217,5,1,0.1352,2472.24,network_timeout,netbanking,1,False,0.0,reminder,0.2322,0,network_timeout__reminder,b2c_returning__reminder,temporary_payment_failure,train
5532,1042,b2c_returning,217,5,1,0.1352,2472.24,network_timeout,netbanking,1,False,0.0,payment_link,0.3582,0,network_timeout__payment_link,b2c_returning__payment_link,temporary_payment_failure,train
4029,648,b2c_returning,261,5,1,0.3982,609.26,subscription_mandate_fail,card,2,True,0.3,discount,0.0297,0,subscription_mandate_fail__discount,b2c_returning__discount,subscription_mandate_failure,train
4029,648,b2c_returning,261,5,1,0.3982,609.26,subscription_mandate_fail,card,2,True,0.3,wait,0.0211,0,subscription_mandate_fail__wait,b2c_returning__wait,subscription_mandate_failure,train
4029,648,b2c_returning,261,5,1,0.3982,609.26,subscription_mandate_fail,card,2,True,0.3,close,0.0155,0,subscription_mandate_fail__close,b2c_returning__close,subscription_mandate_failure,train
4029,648,b2c_returning,261,5,1,0.3982,609.26,subscription_mandate_fail,card,2,True,0.3,reminder,0.0332,0,subscription_mandate_fail__reminder,b2c_returning__reminder,subscription_mandate_failure,train
4029,648,b2c_returning,261,5,1,0.3982,609.26,subscription_mandate_fail,card,2,True,0.3,payment_link,0.3603,0,subscription_mandate_fail__payment_link,b2c_returning__payment_link,subscription_mandate_failure,train
4057,2194,b2c_new,96,3,1,0.2636,1200.27,temporary_bank_decline,upi,1,False,0.0,discount,0.3106,0,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,train
4057,2194,b2c_new,96,3,1,0.2636,1200.27,temporary_bank_decline,upi,1,False,0.0,wait,0.1182,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,train
4057,2194,b2c_new,96,3,1,0.2636,1200.27,temporary_bank_decline,upi,1,False,0.0,close,0.1048,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,train
4057,2194,b2c_new,96,3,1,0.2636,1200.27,temporary_bank_decline,upi,1,False,0.0,retry,0.4172,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,train
4057,2194,b2c_new,96,3,1,0.2636,1200.27,temporary_bank_decline,upi,1,False,0.0,reminder,0.1141,0,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,train
4057,2194,b2c_new,96,3,1,0.2636,1200.27,temporary_bank_decline,upi,1,False,0.0,payment_link,0.255,0,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,train
31,1451,b2c_returning,1250,32,13,0.1492,2420.34,temporary_bank_decline,wallet,3,False,0.6,discount,0.5338,1,temporary_bank_decline__discount,b2c_returning__discount,repeated_payment_failure,test
31,1451,b2c_returning,1250,32,13,0.1492,2420.34,temporary_bank_decline,wallet,3,False,0.6,wait,0.2899,0,temporary_bank_decline__wait,b2c_returning__wait,repeated_payment_failure,test
31,1451,b2c_returning,1250,32,13,0.1492,2420.34,temporary_bank_decline,wallet,3,False,0.6,close,0.1675,1,temporary_bank_decline__close,b2c_returning__close,repeated_payment_failure,test
31,1451,b2c_returning,1250,32,13,0.1492,2420.34,temporary_bank_decline,wallet,3,False,0.6,retry,0.2554,0,temporary_bank_decline__retry,b2c_returning__retry,repeated_payment_failure,test
31,1451,b2c_returning,1250,32,13,0.1492,2420.34,temporary_bank_decline,wallet,3,False,0.6,reminder,0.1844,0,temporary_bank_decline__reminder,b2c_returning__reminder,repeated_payment_failure,test
31,1451,b2c_returning,1250,32,13,0.1492,2420.34,temporary_bank_decline,wallet,3,False,0.6,payment_link,0.3316,0,temporary_bank_decline__payment_link,b2c_returning__payment_link,repeated_payment_failure,test
6973,643,b2c_new,224,8,2,0.0382,492.82,insufficient_funds,upi,2,False,0.3,wait,0.1729,0,insufficient_funds__wait,b2c_new__wait,repeated_payment_failure,train
6973,643,b2c_new,224,8,2,0.0382,492.82,insufficient_funds,upi,2,False,0.3,close,0.0298,0,insufficient_funds__close,b2c_new__close,repeated_payment_failure,train
6973,643,b2c_new,224,8,2,0.0382,492.82,insufficient_funds,upi,2,False,0.3,retry,0.087,0,insufficient_funds__retry,b2c_new__retry,repeated_payment_failure,train
6973,643,b2c_new,224,8,2,0.0382,492.82,insufficient_funds,upi,2,False,0.3,reminder,0.1212,0,insufficient_funds__reminder,b2c_new__reminder,repeated_payment_failure,train
6973,643,b2c_new,224,8,2,0.0382,492.82,insufficient_funds,upi,2,False,0.3,payment_link,0.0904,0,insufficient_funds__payment_link,b2c_new__payment_link,repeated_payment_failure,train
6593,1901,b2c_returning,31,0,0,0.3057,3571.65,temporary_bank_decline,card,3,False,0.6,discount,0.0373,0,temporary_bank_decline__discount,b2c_returning__discount,repeated_payment_failure,val
6593,1901,b2c_returning,31,0,0,0.3057,3571.65,temporary_bank_decline,card,3,False,0.6,wait,0.0655,0,temporary_bank_decline__wait,b2c_returning__wait,repeated_payment_failure,val
6593,1901,b2c_returning,31,0,0,0.3057,3571.65,temporary_bank_decline,card,3,False,0.6,close,0.0323,0,temporary_bank_decline__close,b2c_returning__close,repeated_payment_failure,val
6593,1901,b2c_returning,31,0,0,0.3057,3571.65,temporary_bank_decline,card,3,False,0.6,retry,0.0497,0,temporary_bank_decline__retry,b2c_returning__retry,repeated_payment_failure,val
6593,1901,b2c_returning,31,0,0,0.3057,3571.65,temporary_bank_decline,card,3,False,0.6,reminder,0.0901,0,temporary_bank_decline__reminder,b2c_returning__reminder,repeated_payment_failure,val
6593,1901,b2c_returning,31,0,0,0.3057,3571.65,temporary_bank_decline,card,3,False,0.6,payment_link,0.0594,0,temporary_bank_decline__payment_link,b2c_returning__payment_link,repeated_payment_failure,val
862,1892,b2c_returning,341,8,0,0.0788,408.38,network_timeout,card,3,False,0.6,wait,0.3714,0,network_timeout__wait,b2c_returning__wait,repeated_payment_failure,train
862,1892,b2c_returning,341,8,0,0.0788,408.38,network_timeout,card,3,False,0.6,close,0.5616,1,network_timeout__close,b2c_returning__close,repeated_payment_failure,train
862,1892,b2c_returning,341,8,0,0.0788,408.38,network_timeout,card,3,False,0.6,retry,0.5212,0,network_timeout__retry,b2c_returning__retry,repeated_payment_failure,train
862,1892,b2c_returning,341,8,0,0.0788,408.38,network_timeout,card,3,False,0.6,reminder,0.5172,1,network_timeout__reminder,b2c_returning__reminder,repeated_payment_failure,train
862,1892,b2c_returning,341,8,0,0.0788,408.38,network_timeout,card,3,False,0.6,payment_link,0.601,0,network_timeout__payment_link,b2c_returning__payment_link,repeated_payment_failure,train
5488,2785,b2c_new,205,3,1,0.2101,634.67,network_timeout,netbanking,3,False,0.6,wait,0.2901,0,network_timeout__wait,b2c_new__wait,repeated_payment_failure,train
5488,2785,b2c_new,205,3,1,0.2101,634.67,network_timeout,netbanking,3,False,0.6,close,0.1415,0,network_timeout__close,b2c_new__close,repeated_payment_failure,train
5488,2785,b2c_new,205,3,1,0.2101,634.67,network_timeout,netbanking,3,False,0.6,retry,0.474,1,network_timeout__retry,b2c_new__retry,repeated_payment_failure,train
5488,2785,b2c_new,205,3,1,0.2101,634.67,network_timeout,netbanking,3,False,0.6,reminder,0.1963,0,network_timeout__reminder,b2c_new__reminder,repeated_payment_failure,train
5488,2785,b2c_new,205,3,1,0.2101,634.67,network_timeout,netbanking,3,False,0.6,payment_link,0.2525,0,network_timeout__payment_link,b2c_new__payment_link,repeated_payment_failure,train
8244,1539,b2c_returning,193,9,3,0.1188,3738.22,customer_abandoned,card,3,False,0.6,discount,0.0747,0,customer_abandoned__discount,b2c_returning__discount,checkout_abandonment,train
8244,1539,b2c_returning,193,9,3,0.1188,3738.22,customer_abandoned,card,3,False,0.6,wait,0.0656,0,customer_abandoned__wait,b2c_returning__wait,checkout_abandonment,train
8244,1539,b2c_returning,193,9,3,0.1188,3738.22,customer_abandoned,card,3,False,0.6,close,0.0218,0,customer_abandoned__close,b2c_returning__close,checkout_abandonment,train
8244,1539,b2c_returning,193,9,3,0.1188,3738.22,customer_abandoned,card,3,False,0.6,reminder,0.041,0,customer_abandoned__reminder,b2c_returning__reminder,checkout_abandonment,train
8244,1539,b2c_returning,193,9,3,0.1188,3738.22,customer_abandoned,card,3,False,0.6,payment_link,0.0481,0,customer_abandoned__payment_link,b2c_returning__payment_link,checkout_abandonment,train
1666,1480,b2c_new,557,10,3,0.2934,3006.04,temporary_bank_decline,card,1,False,0.0,discount,0.2504,0,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,train
1666,1480,b2c_new,557,10,3,0.2934,3006.04,temporary_bank_decline,card,1,False,0.0,wait,0.1753,1,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,train
1666,1480,b2c_new,557,10,3,0.2934,3006.04,temporary_bank_decline,card,1,False,0.0,close,0.0316,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,train
1666,1480,b2c_new,557,10,3,0.2934,3006.04,temporary_bank_decline,card,1,False,0.0,retry,0.1436,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,train
1666,1480,b2c_new,557,10,3,0.2934,3006.04,temporary_bank_decline,card,1,False,0.0,reminder,0.1765,0,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,train
1666,1480,b2c_new,557,10,3,0.2934,3006.04,temporary_bank_decline,card,1,False,0.0,payment_link,0.1537,1,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,train
6004,3002,b2c_returning,165,4,0,0.183,1017.06,network_timeout,upi,1,False,0.0,wait,0.1849,1,network_timeout__wait,b2c_returning__wait,temporary_payment_failure,train
6004,3002,b2c_returning,165,4,0,0.183,1017.06,network_timeout,upi,1,False,0.0,close,0.2161,0,network_timeout__close,b2c_returning__close,temporary_payment_failure,train
6004,3002,b2c_returning,165,4,0,0.183,1017.06,network_timeout,upi,1,False,0.0,retry,0.2288,0,network_timeout__retry,b2c_returning__retry,temporary_payment_failure,train
6004,3002,b2c_returning,165,4,0,0.183,1017.06,network_timeout,upi,1,False,0.0,reminder,0.3401,1,network_timeout__reminder,b2c_returning__reminder,temporary_payment_failure,train
6004,3002,b2c_returning,165,4,0,0.183,1017.06,network_timeout,upi,1,False,0.0,payment_link,0.6157,1,network_timeout__payment_link,b2c_returning__payment_link,temporary_payment_failure,train
7887,2099,b2c_new,192,5,1,0.3996,1020.23,insufficient_funds,upi,1,False,0.0,wait,0.0554,0,insufficient_funds__wait,b2c_new__wait,temporary_payment_failure,test
7887,2099,b2c_new,192,5,1,0.3996,1020.23,insufficient_funds,upi,1,False,0.0,close,0.0126,0,insufficient_funds__close,b2c_new__close,temporary_payment_failure,test
7887,2099,b2c_new,192,5,1,0.3996,1020.23,insufficient_funds,upi,1,False,0.0,retry,0.1106,0,insufficient_funds__retry,b2c_new__retry,temporary_payment_failure,test
7887,2099,b2c_new,192,5,1,0.3996,1020.23,insufficient_funds,upi,1,False,0.0,reminder,0.0585,0,insufficient_funds__reminder,b2c_new__reminder,temporary_payment_failure,test
7887,2099,b2c_new,192,5,1,0.3996,1020.23,insufficient_funds,upi,1,False,0.0,payment_link,0.0324,0,insufficient_funds__payment_link,b2c_new__payment_link,temporary_payment_failure,test
7569,664,b2c_new,390,5,4,0.2024,3090.39,temporary_bank_decline,netbanking,1,False,0.0,discount,0.4953,1,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,train
7569,664,b2c_new,390,5,4,0.2024,3090.39,temporary_bank_decline,netbanking,1,False,0.0,wait,0.3737,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,train
7569,664,b2c_new,390,5,4,0.2024,3090.39,temporary_bank_decline,netbanking,1,False,0.0,close,0.0843,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,train
7569,664,b2c_new,390,5,4,0.2024,3090.39,temporary_bank_decline,netbanking,1,False,0.0,retry,0.2436,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,train
7569,664,b2c_new,390,5,4,0.2024,3090.39,temporary_bank_decline,netbanking,1,False,0.0,reminder,0.3031,0,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,train
7569,664,b2c_new,390,5,4,0.2024,3090.39,temporary_bank_decline,netbanking,1,False,0.0,payment_link,0.3137,0,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,train
3554,2646,b2c_returning,282,4,3,0.1706,654.21,customer_abandoned,upi,1,False,0.0,discount,0.2285,1,customer_abandoned__discount,b2c_returning__discount,checkout_abandonment,train
3554,2646,b2c_returning,282,4,3,0.1706,654.21,customer_abandoned,upi,1,False,0.0,wait,0.0619,0,customer_abandoned__wait,b2c_returning__wait,checkout_abandonment,train
3554,2646,b2c_returning,282,4,3,0.1706,654.21,customer_abandoned,upi,1,False,0.0,close,0.052,0,customer_abandoned__close,b2c_returning__close,checkout_abandonment,train
3554,2646,b2c_returning,282,4,3,0.1706,654.21,customer_abandoned,upi,1,False,0.0,reminder,0.0202,0,customer_abandoned__reminder,b2c_returning__reminder,checkout_abandonment,train
3554,2646,b2c_returning,282,4,3,0.1706,654.21,customer_abandoned,upi,1,False,0.0,payment_link,0.0928,1,customer_abandoned__payment_link,b2c_returning__payment_link,checkout_abandonment,train
1290,1039,b2c_new,102,1,0,0.1495,16339.83,insufficient_funds,upi,1,False,0.0,wait,0.0377,0,insufficient_funds__wait,b2c_new__wait,temporary_payment_failure,val
1290,1039,b2c_new,102,1,0,0.1495,16339.83,insufficient_funds,upi,1,False,0.0,close,0.011,0,insufficient_funds__close,b2c_new__close,temporary_payment_failure,val
1290,1039,b2c_new,102,1,0,0.1495,16339.83,insufficient_funds,upi,1,False,0.0,retry,0.0519,1,insufficient_funds__retry,b2c_new__retry,temporary_payment_failure,val
1290,1039,b2c_new,102,1,0,0.1495,16339.83,insufficient_funds,upi,1,False,0.0,reminder,0.0149,0,insufficient_funds__reminder,b2c_new__reminder,temporary_payment_failure,val
1290,1039,b2c_new,102,1,0,0.1495,16339.83,insufficient_funds,upi,1,False,0.0,payment_link,0.0695,0,insufficient_funds__payment_link,b2c_new__payment_link,temporary_payment_failure,val
2473,400,b2c_new,212,5,2,0.3881,3004.42,network_timeout,upi,1,False,0.0,wait,0.3022,0,network_timeout__wait,b2c_new__wait,temporary_payment_failure,val
2473,400,b2c_new,212,5,2,0.3881,3004.42,network_timeout,upi,1,False,0.0,close,0.0562,0,network_timeout__close,b2c_new__close,temporary_payment_failure,val
2473,400,b2c_new,212,5,2,0.3881,3004.42,network_timeout,upi,1,False,0.0,retry,0.2512,1,network_timeout__retry,b2c_new__retry,temporary_payment_failure,val
2473,400,b2c_new,212,5,2,0.3881,3004.42,network_timeout,upi,1,False,0.0,reminder,0.2342,0,network_timeout__reminder,b2c_new__reminder,temporary_payment_failure,val
2473,400,b2c_new,212,5,2,0.3881,3004.42,network_timeout,upi,1,False,0.0,payment_link,0.3902,1,network_timeout__payment_link,b2c_new__payment_link,temporary_payment_failure,val
7385,2809,b2c_new,175,3,2,0.0469,3170.98,network_timeout,upi,1,False,0.0,wait,0.411,1,network_timeout__wait,b2c_new__wait,temporary_payment_failure,train
7385,2809,b2c_new,175,3,2,0.0469,3170.98,network_timeout,upi,1,False,0.0,close,0.1036,0,network_timeout__close,b2c_new__close,temporary_payment_failure,train
7385,2809,b2c_new,175,3,2,0.0469,3170.98,network_timeout,upi,1,False,0.0,retry,0.3492,0,network_timeout__retry,b2c_new__retry,temporary_payment_failure,train
7385,2809,b2c_new,175,3,2,0.0469,3170.98,network_timeout,upi,1,False,0.0,reminder,0.2431,0,network_timeout__reminder,b2c_new__reminder,temporary_payment_failure,train
7385,2809,b2c_new,175,3,2,0.0469,3170.98,network_timeout,upi,1,False,0.0,payment_link,0.2003,0,network_timeout__payment_link,b2c_new__payment_link,temporary_payment_failure,train
4984,853,b2c_returning,57,3,2,0.3554,2527.7,customer_abandoned,netbanking,1,True,0.0,discount,0.0295,0,customer_abandoned__discount,b2c_returning__discount,checkout_abandonment,test
4984,853,b2c_returning,57,3,2,0.3554,2527.7,customer_abandoned,netbanking,1,True,0.0,wait,0.0272,0,customer_abandoned__wait,b2c_returning__wait,checkout_abandonment,test
4984,853,b2c_returning,57,3,2,0.3554,2527.7,customer_abandoned,netbanking,1,True,0.0,close,0.0247,0,customer_abandoned__close,b2c_returning__close,checkout_abandonment,test
4984,853,b2c_returning,57,3,2,0.3554,2527.7,customer_abandoned,netbanking,1,True,0.0,reminder,0.0743,0,customer_abandoned__reminder,b2c_returning__reminder,checkout_abandonment,test
4984,853,b2c_returning,57,3,2,0.3554,2527.7,customer_abandoned,netbanking,1,True,0.0,payment_link,0.0794,0,customer_abandoned__payment_link,b2c_returning__payment_link,checkout_abandonment,test
4468,3081,b2c_new,270,8,5,0.2284,8662.33,temporary_bank_decline,card,1,False,0.0,discount,0.4271,0,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,test
4468,3081,b2c_new,270,8,5,0.2284,8662.33,temporary_bank_decline,card,1,False,0.0,wait,0.1029,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,test
4468,3081,b2c_new,270,8,5,0.2284,8662.33,temporary_bank_decline,card,1,False,0.0,close,0.027,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,test
4468,3081,b2c_new,270,8,5,0.2284,8662.33,temporary_bank_decline,card,1,False,0.0,retry,0.2952,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,test
4468,3081,b2c_new,270,8,5,0.2284,8662.33,temporary_bank_decline,card,1,False,0.0,reminder,0.1836,0,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,test
4468,3081,b2c_new,270,8,5,0.2284,8662.33,temporary_bank_decline,card,1,False,0.0,payment_link,0.1161,0,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,test
2154,1887,b2c_new,701,13,3,0.1075,1517.42,network_timeout,netbanking,1,False,0.0,wait,0.2612,1,network_timeout__wait,b2c_new__wait,temporary_payment_failure,train
2154,1887,b2c_new,701,13,3,0.1075,1517.42,network_timeout,netbanking,1,False,0.0,close,0.4278,0,network_timeout__close,b2c_new__close,temporary_payment_failure,train
2154,1887,b2c_new,701,13,3,0.1075,1517.42,network_timeout,netbanking,1,False,0.0,retry,0.4169,1,network_timeout__retry,b2c_new__retry,temporary_payment_failure,train
2154,1887,b2c_new,701,13,3,0.1075,1517.42,network_timeout,netbanking,1,False,0.0,reminder,0.5306,1,network_timeout__reminder,b2c_new__reminder,temporary_payment_failure,train
2154,1887,b2c_new,701,13,3,0.1075,1517.42,network_timeout,netbanking,1,False,0.0,payment_link,0.5947,1,network_timeout__payment_link,b2c_new__payment_link,temporary_payment_failure,train
1053,275,b2c_returning,31,0,0,0.3549,3933.42,risk_block,card,1,False,0.0,close,0.0011,0,risk_block__close,b2c_returning__close,temporary_payment_failure,train
1053,275,b2c_returning,31,0,0,0.3549,3933.42,risk_block,card,1,False,0.0,wait,0.0019,0,risk_block__wait,b2c_returning__wait,temporary_payment_failure,train
5365,1176,b2c_returning,138,2,1,0.0083,4624.02,network_timeout,card,2,False,0.3,wait,0.3588,0,network_timeout__wait,b2c_returning__wait,repeated_payment_failure,train
5365,1176,b2c_returning,138,2,1,0.0083,4624.02,network_timeout,card,2,False,0.3,close,0.3699,0,network_timeout__close,b2c_returning__close,repeated_payment_failure,train
5365,1176,b2c_returning,138,2,1,0.0083,4624.02,network_timeout,card,2,False,0.3,retry,0.2002,0,network_timeout__retry,b2c_returning__retry,repeated_payment_failure,train
5365,1176,b2c_returning,138,2,1,0.0083,4624.02,network_timeout,card,2,False,0.3,reminder,0.1449,0,network_timeout__reminder,b2c_returning__reminder,repeated_payment_failure,train
5365,1176,b2c_returning,138,2,1,0.0083,4624.02,network_timeout,card,2,False,0.3,payment_link,0.1613,0,network_timeout__payment_link,b2c_returning__payment_link,repeated_payment_failure,train
6016,1659,b2c_new,261,10,2,0.1548,2551.17,temporary_bank_decline,wallet,1,False,0.0,discount,0.434,0,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,train
