transaction_id,customer_id,segment,customer_age_days,lifetime_successful_txns,lifetime_failed_txns,risk_score,preferred_channel,amount,failure_type,payment_method,attempt_number,is_subscription,timestamp,contact_fatigue_score,event_type
4143,3426,b2c_returning,170,3,0,0.2581,email,1250.01,risk_block,card,1,False,2026-05-04 18:22:00,0.0,temporary_payment_failure
5490,1050,b2c_new,135,1,1,0.1758,sms,1327.89,temporary_bank_decline,card,3,False,2026-05-04 18:29:00,0.6,repeated_payment_failure
4951,139,b2c_returning,148,3,3,0.1137,none,2535.53,network_timeout,card,3,False,2026-05-04 18:37:00,0.6,repeated_payment_failure
7800,3059,b2c_new,172,4,1,0.3705,sms,4330.94,network_timeout,upi,1,False,2026-05-04 18:43:00,0.0,temporary_payment_failure
3309,2174,b2c_new,209,5,2,0.3798,whatsapp,1458.77,temporary_bank_decline,card,1,False,2026-05-04 18:52:00,0.0,temporary_payment_failure
3752,1745,b2c_returning,770,18,4,0.1359,email,718.86,temporary_bank_decline,card,1,False,2026-05-04 18:58:00,0.0,temporary_payment_failure
4967,659,b2c_returning,17,0,0,0.1334,email,1094.9,card_expired,wallet,1,False,2026-05-04 19:12:00,0.0,temporary_payment_failure
260,2314,b2c_new,185,6,1,0.1242,none,6558.26,temporary_bank_decline,upi,1,False,2026-05-04 19:15:00,0.0,temporary_payment_failure
5232,2535,b2b,35,1,0,0.2522,email,16811.6,temporary_bank_decline,card,1,False,2026-05-04 19:17:00,0.0,temporary_payment_failure
7707,805,b2c_new,3418,52,24,0.1001,email,1444.67,customer_abandoned,netbanking,1,False,2026-05-04 19:21:00,0.0,checkout_abandonment
8842,1909,b2c_returning,1111,27,5,0.1435,email,3076.26,temporary_bank_decline,card,1,False,2026-05-04 19:26:00,0.0,temporary_payment_failure
7458,1629,b2c_new,406,9,6,0.4728,sms,1365.26,temporary_bank_decline,upi,1,False,2026-05-04 19:35:00,0.0,temporary_payment_failure
6029,1051,b2c_returning,1598,31,9,0.2645,whatsapp,7602.17,risk_block,upi,1,False,2026-05-04 19:41:00,0.0,temporary_payment_failure
8276,1228,b2c_new,84,0,0,0.2082,whatsapp,1705.78,temporary_bank_decline,upi,3,False,2026-05-04 19:45:00,0.6,repeated_payment_failure
7500,837,b2c_returning,88,4,2,0.2421,whatsapp,2907.23,network_timeout,netbanking,2,True,2026-05-04 19:45:00,0.3,repeated_payment_failure
3656,2811,b2c_new,99,3,1,0.0374,whatsapp,2133.87,card_expired,wallet,2,False,2026-05-04 19:45:00,0.3,temporary_payment_failure
7234,2616,b2c_new,255,8,3,0.2192,email,687.04,customer_abandoned,upi,1,False,2026-05-04 19:57:00,0.0,checkout_abandonment
1188,1039,b2c_new,102,1,0,0.1495,whatsapp,18243.62,network_timeout,card,1,True,2026-05-04 20:03:00,0.0,temporary_payment_failure
2847,1760,b2b,630,19,9,0.2218,email,15583.52,network_timeout,wallet,1,False,2026-05-04 20:04:00,0.0,temporary_payment_failure
5656,2335,b2c_new,491,11,1,0.0376,email,562.48,risk_block,netbanking,1,False,2026-05-04 20:11:00,0.0,temporary_payment_failure
5190,652,b2c_returning,24,1,0,0.0513,whatsapp,4720.45,temporary_bank_decline,wallet,1,False,2026-05-04 20:16:00,0.0,temporary_payment_failure
2243,1863,b2b,45,0,0,0.1199,whatsapp,25509.73,temporary_bank_decline,netbanking,2,False,2026-05-04 20:47:00,0.3,repeated_payment_failure
6996,2344,b2c_new,299,4,1,0.2021,email,3141.96,card_expired,card,1,False,2026-05-04 21:31:00,0.0,temporary_payment_failure
6754,1858,b2c_new,34,2,0,0.2497,email,3491.24,customer_abandoned,upi,2,False,2026-05-04 21:39:00,0.3,checkout_abandonment
8770,72,b2c_new,145,2,0,0.3151,email,924.08,network_timeout,card,1,False,2026-05-04 21:48:00,0.0,temporary_payment_failure
1993,602,b2c_returning,180,4,1,0.1976,email,3629.7,customer_abandoned,card,1,False,2026-05-04 22:09:00,0.0,checkout_abandonment
8277,2948,b2c_returning,131,3,0,0.0183,none,615.73,customer_abandoned,netbanking,1,False,2026-05-04 22:30:00,0.0,checkout_abandonment
6852,268,b2c_new,229,4,0,0.1922,email,1189.87,temporary_bank_decline,netbanking,1,False,2026-05-04 22:31:00,0.0,temporary_payment_failure
8911,3435,b2c_new,177,4,3,0.3194,sms,1232.07,card_expired,card,1,False,2026-05-04 22:53:00,0.0,temporary_payment_failure
419,3072,b2b,90,0,0,0.335,sms,85940.55,card_expired,upi,1,False,2026-05-04 22:59:00,0.0,temporary_payment_failure
5969,1967,b2c_returning,711,16,5,0.0997,email,1880.65,customer_abandoned,card,1,False,2026-05-04 23:07:00,0.0,checkout_abandonment
986,3372,b2c_new,102,2,1,0.0249,sms,1734.24,temporary_bank_decline,netbanking,1,False,2026-05-04 23:14:00,0.0,temporary_payment_failure
916,1497,b2c_returning,528,11,3,0.4482,email,1901.15,network_timeout,card,1,False,2026-05-04 23:20:00,0.0,temporary_payment_failure
2967,3287,b2c_returning,72,3,0,0.4713,email,1555.43,network_timeout,upi,1,False,2026-05-04 23:49:00,0.0,temporary_payment_failure
414,2948,b2c_returning,131,3,0,0.0183,none,878.63,customer_abandoned,card,2,False,2026-05-04 23:53:00,0.3,checkout_abandonment
303,29,b2c_new,123,3,0,0.2256,none,734.48,temporary_bank_decline,upi,1,False,2026-05-04 23:54:00,0.0,temporary_payment_failure
7639,2476,b2c_new,523,11,3,0.0765,sms,3780.91,temporary_bank_decline,netbanking,1,False,2026-05-04 23:55:00,0.0,temporary_payment_failure
3502,1012,b2c_returning,46,2,0,0.1651,whatsapp,1192.2,subscription_mandate_fail,card,1,True,2026-05-05 00:38:00,0.0,subscription_mandate_failure
4274,3279,b2c_new,138,2,1,0.2189,whatsapp,385.02,network_timeout,upi,1,False,2026-05-05 01:19:00,0.0,temporary_payment_failure
4411,575,b2c_returning,136,3,1,0.1976,whatsapp,877.83,insufficient_funds,card,1,False,2026-05-05 02:17:00,0.0,temporary_payment_failure
2660,1483,b2c_returning,27,0,0,0.1892,whatsapp,1806.37,customer_abandoned,upi,1,False,2026-05-05 02:31:00,0.0,checkout_abandonment
6000,1961,b2c_returning,143,2,0,0.2508,email,1183.39,temporary_bank_decline,upi,1,False,2026-05-05 02:35:00,0.0,temporary_payment_failure
9738,826,b2c_new,91,0,0,0.1474,none,1692.7,customer_abandoned,card,1,False,2026-05-05 02:47:00,0.0,checkout_abandonment
5158,185,b2c_returning,51,1,2,0.015,email,5573.54,temporary_bank_decline,card,1,False,2026-05-05 02:53:00,0.0,temporary_payment_failure
787,1235,b2c_new,264,3,0,0.3564,email,2573.59,card_expired,card,2,False,2026-05-05 03:08:00,0.3,temporary_payment_failure
4813,2884,b2c_new,94,2,0,0.2266,sms,1038.64,temporary_bank_decline,netbanking,1,False,2026-05-05 03:21:00,0.0,temporary_payment_failure
1746,163,b2c_new,321,4,1,0.0573,none,1877.95,customer_abandoned,card,1,False,2026-05-05 03:26:00,0.0,checkout_abandonment
6939,358,b2c_returning,77,4,3,0.2678,sms,8020.74,temporary_bank_decline,card,1,False,2026-05-05 03:40:00,0.0,temporary_payment_failure
5676,245,b2c_returning,122,1,0,0.4305,whatsapp,3056.35,card_expired,wallet,2,False,2026-05-05 04:22:00,0.3,temporary_payment_failure
2134,3467,b2c_returning,147,4,1,0.2201,email,1188.34,temporary_bank_decline,wallet,1,False,2026-05-05 04:23:00,0.0,temporary_payment_failure
1052,1565,b2c_returning,38,1,2,0.014,whatsapp,4857.97,card_expired,card,1,False,2026-05-05 04:25:00,0.0,temporary_payment_failure
8386,2267,b2c_returning,73,2,0,0.0847,email,2613.44,insufficient_funds,netbanking,1,False,2026-05-05 04:26:00,0.0,temporary_payment_failure
9883,143,b2b,343,5,1,0.2186,sms,67098.35,subscription_mandate_fail,card,1,True,2026-05-05 04:34:00,0.0,subscription_mandate_failure
5405,640,b2c_returning,342,8,3,0.1225,sms,3633.94,card_expired,card,2,False,2026-05-05 04:38:00,0.3,temporary_payment_failure
1120,1190,b2c_returning,578,9,2,0.1664,whatsapp,2863.94,network_timeout,card,1,False,2026-05-05 04:40:00,0.0,temporary_payment_failure
2123,832,b2c_returning,673,16,2,0.1441,sms,6772.23,customer_abandoned,upi,1,False,2026-05-05 04:59:00,0.0,checkout_abandonment
8467,335,b2c_new,153,5,2,0.1064,whatsapp,7715.41,temporary_bank_decline,upi,2,False,2026-05-05 05:17:00,0.3,repeated_payment_failure
3513,12,b2b,367,10,2,0.4073,email,24629.29,customer_abandoned,upi,2,False,2026-05-05 05:21:00,0.3,checkout_abandonment
6983,2908,b2c_new,1809,37,11,0.268,sms,2050.41,subscription_mandate_fail,upi,1,True,2026-05-05 05:25:00,0.0,subscription_mandate_failure
233,2749,b2c_new,328,3,0,0.0367,sms,225.47,temporary_bank_decline,netbanking,1,False,2026-05-05 05:43:00,0.0,temporary_payment_failure
5687,2563,b2c_returning,91,2,0,0.1629,sms,592.53,network_timeout,upi,2,True,2026-05-05 05:52:00,0.3,repeated_payment_failure
1269,2077,b2b,364,5,1,0.0999,email,44250.23,subscription_mandate_fail,card,1,True,2026-05-05 06:23:00,0.0,subscription_mandate_failure
9052,169,b2c_new,71,3,0,0.0865,sms,2609.14,network_timeout,upi,2,False,2026-05-05 06:29:00,0.3,repeated_payment_failure
4343,761,b2c_returning,27,1,0,0.1139,whatsapp,6993.51,network_timeout,card,1,False,2026-05-05 07:11:00,0.0,temporary_payment_failure
6925,1293,b2c_returning,264,8,3,0.1219,whatsapp,5745.87,network_timeout,card,2,False,2026-05-05 07:14:00,0.3,repeated_payment_failure
955,1074,b2b,79,0,0,0.0318,email,58497.45,card_expired,netbanking,2,False,2026-05-05 07:33:00,0.3,temporary_payment_failure
2317,99,b2c_new,269,7,3,0.0674,email,2168.48,customer_abandoned,card,1,False,2026-05-05 07:34:00,0.0,checkout_abandonment
6317,3226,b2c_returning,70,1,0,0.3431,email,1639.51,temporary_bank_decline,card,2,False,2026-05-05 07:39:00,0.3,repeated_payment_failure
1691,1548,b2c_returning,201,2,1,0.1645,whatsapp,1401.73,customer_abandoned,netbanking,2,False,2026-05-05 07:56:00,0.3,checkout_abandonment
1682,2134,b2b,156,5,1,0.2714,whatsapp,32316.37,network_timeout,card,2,False,2026-05-05 08:10:00,0.3,repeated_payment_failure
7266,896,b2c_returning,224,3,3,0.2333,whatsapp,2517.81,network_timeout,wallet,3,False,2026-05-05 08:25:00,0.6,repeated_payment_failure
412,3082,b2c_new,1339,25,7,0.1747,sms,1979.47,risk_block,upi,1,False,2026-05-05 08:59:00,0.0,temporary_payment_failure
6140,647,b2c_new,211,5,0,0.0932,whatsapp,1916.32,temporary_bank_decline,card,1,False,2026-05-05 09:18:00,0.0,temporary_payment_failure
3659,2542,b2c_new,550,10,2,0.2128,none,1435.47,network_timeout,upi,1,False,2026-05-05 09:23:00,0.0,temporary_payment_failure
7917,2206,b2c_returning,39,1,0,0.2083,whatsapp,2277.34,network_timeout,upi,1,False,2026-05-05 09:25:00,0.0,temporary_payment_failure
3452,1060,b2c_returning,113,1,1,0.1466,sms,1310.01,temporary_bank_decline,upi,2,False,2026-05-05 09:27:00,0.3,repeated_payment_failure
3938,1603,b2c_returning,89,2,0,0.0887,sms,763.69,temporary_bank_decline,upi,1,False,2026-05-05 09:37:00,0.0,temporary_payment_failure
8426,2319,b2c_new,270,6,1,0.1034,email,6551.69,network_timeout,wallet,1,False,2026-05-05 09:57:00,0.0,temporary_payment_failure
8233,48,b2c_new,1153,24,8,0.1562,email,1268.32,card_expired,upi,1,False,2026-05-05 10:06:00,0.0,temporary_payment_failure
3561,1336,b2c_returning,49,2,1,0.0945,whatsapp,619.69,temporary_bank_decline,upi,1,True,2026-05-05 10:21:00,0.0,temporary_payment_failure
5029,357,b2c_returning,480,12,3,0.454,none,3746.74,temporary_bank_decline,upi,2,False,2026-05-05 10:24:00,0.3,repeated_payment_failure
5648,2913,b2c_returning,657,11,6,0.1526,email,2741.12,temporary_bank_decline,card,2,False,2026-05-05 10:30:00,0.3,repeated_payment_failure
2424,2818,b2c_returning,145,1,2,0.218,email,1421.18,customer_abandoned,card,2,False,2026-05-05 10:38:00,0.3,checkout_abandonment
3321,1006,b2c_new,96,4,0,0.4231,whatsapp,3776.46,card_expired,upi,1,True,2026-05-05 11:13:00,0.0,temporary_payment_failure
1379,3022,b2c_returning,645,11,3,0.0719,sms,570.18,network_timeout,card,2,False,2026-05-05 11:19:00,0.3,repeated_payment_failure
7311,2404,b2c_returning,54,0,0,0.2954,whatsapp,5075.65,customer_abandoned,card,1,False,2026-05-05 11:43:00,0.0,checkout_abandonment
7354,2084,b2c_new,24,0,0,0.2022,whatsapp,4330.96,temporary_bank_decline,card,1,False,2026-05-05 11:54:00,0.0,temporary_payment_failure
796,1052,b2c_new,86,2,0,0.41,whatsapp,1589.4,insufficient_funds,card,3,False,2026-05-05 11:57:00,0.6,repeated_payment_failure
5659,766,b2c_new,1499,33,6,0.0885,email,2758.87,risk_block,upi,1,False,2026-05-05 11:58:00,0.0,temporary_payment_failure
3796,511,b2c_new,49,0,0,0.0905,email,3023.78,network_timeout,card,1,True,2026-05-05 12:15:00,0.0,temporary_payment_failure
8307,708,b2c_returning,166,5,1,0.0582,sms,1428.77,temporary_bank_decline,card,1,False,2026-05-05 12:21:00,0.0,temporary_payment_failure
4982,441,b2c_returning,124,5,1,0.2009,email,716.99,temporary_bank_decline,upi,2,False,2026-05-05 12:26:00,0.3,repeated_payment_failure
2168,1442,b2c_new,147,2,2,0.3507,sms,444.35,temporary_bank_decline,card,1,False,2026-05-05 12:38:00,0.0,temporary_payment_failure
296,844,b2c_new,492,8,4,0.031,email,2213.15,risk_block,netbanking,1,False,2026-05-05 12:42:00,0.0,temporary_payment_failure
3119,2415,b2c_new,215,2,3,0.2413,whatsapp,6873.25,network_timeout,upi,3,False,2026-05-05 12:46:00,0.6,repeated_payment_failure
8022,984,b2c_new,118,2,1,0.2614,whatsapp,11554.93,network_timeout,card,1,False,2026-05-05 12:58:00,0.0,temporary_payment_failure
5437,2866,b2c_new,63,0,0,0.2607,whatsapp,815.97,temporary_bank_decline,upi,1,False,2026-05-05 13:58:00,0.0,temporary_payment_failure
5754,3415,b2c_new,412,9,4,0.304,sms,2899.23,temporary_bank_decline,card,1,False,2026-05-05 14:01:00,0.0,temporary_payment_failure
906,1470,b2c_new,754,16,3,0.2685,whatsapp,1235.17,customer_abandoned,card,1,False,2026-05-05 14:04:00,0.0,checkout_abandonment
4702,2232,b2c_returning,187,5,0,0.0359,email,3671.92,customer_abandoned,wallet,1,False,2026-05-05 14:11:00,0.0,checkout_abandonment
5865,1312,b2b,134,2,0,0.5057,whatsapp,104214.66,temporary_bank_decline,card,3,False,2026-05-05 14:17:00,0.6,repeated_payment_failure
3701,182,b2c_returning,632,11,4,0.2135,sms,7474.88,card_expired,card,1,False,2026-05-05 14:56:00,0.0,temporary_payment_failure
836,407,b2c_new,133,6,1,0.0968,sms,5669.1,customer_abandoned,card,2,True,2026-05-05 15:00:00,0.3,checkout_abandonment
5271,86,b2c_new,61,2,1,0.0054,none,3749.3,network_timeout,netbanking,1,False,2026-05-05 15:02:00,0.0,temporary_payment_failure
4818,1152,b2c_returning,268,7,3,0.1803,email,2370.28,network_timeout,netbanking,1,True,2026-05-05 15:21:00,0.0,temporary_payment_failure
5959,1845,b2c_new,281,9,7,0.0786,whatsapp,1228.38,subscription_mandate_fail,upi,1,True,2026-05-05 15:28:00,0.0,subscription_mandate_failure
1900,2136,b2c_returning,101,0,0,0.4022,email,4524.63,network_timeout,card,2,False,2026-05-05 15:34:00,0.3,repeated_payment_failure
7581,122,b2c_returning,86,1,1,0.3365,whatsapp,1790.43,customer_abandoned,card,2,False,2026-05-05 15:50:00,0.3,checkout_abandonment
3267,2828,b2c_new,557,14,5,0.0687,email,1701.09,card_expired,netbanking,1,False,2026-05-05 15:53:00,0.0,temporary_payment_failure
4382,379,b2c_new,40,1,0,0.0809,whatsapp,1548.92,temporary_bank_decline,netbanking,1,False,2026-05-05 15:57:00,0.0,temporary_payment_failure
9970,176,b2c_new,269,8,2,0.4496,none,2296.8,temporary_bank_decline,upi,2,False,2026-05-05 16:02:00,0.3,repeated_payment_failure
7823,3292,b2c_returning,694,15,2,0.1584,email,1344.14,network_timeout,netbanking,2,False,2026-05-05 16:15:00,0.3,repeated_payment_failure
425,3188,b2c_returning,53,2,0,0.1339,whatsapp,728.03,temporary_bank_decline,upi,1,False,2026-05-05 16:29:00,0.0,temporary_payment_failure
9067,854,b2b,67,2,0,0.2937,sms,131789.64,temporary_bank_decline,card,1,False,2026-05-05 16:29:00,0.0,temporary_payment_failure
1211,2583,b2c_new,220,6,0,0.3003,none,694.91,customer_abandoned,upi,2,False,2026-05-05 16:31:00,0.3,checkout_abandonment
4484,2945,b2c_new,142,5,1,0.2258,email,3737.17,temporary_bank_decline,card,2,False,2026-05-05 16:39:00,0.3,repeated_payment_failure
1387,2756,b2c_returning,61,2,0,0.1477,email,785.15,temporary_bank_decline,card,1,False,2026-05-05 16:40:00,0.0,temporary_payment_failure
5337,961,b2c_returning,117,3,1,0.2171,whatsapp,7619.35,temporary_bank_decline,card,2,False,2026-05-05 16:58:00,0.3,repeated_payment_failure
9127,2252,b2c_returning,288,4,0,0.351,whatsapp,1634.3,network_timeout,card,2,False,2026-05-05 17:34:00,0.3,repeated_payment_failure
4396,1307,b2c_returning,224,4,1,0.209,none,5714.58,network_timeout,upi,1,False,2026-05-05 17:37:00,0.0,temporary_payment_failure
6278,2582,b2c_returning,51,0,0,0.121,email,1365.12,network_timeout,upi,2,True,2026-05-05 17:38:00,0.3,repeated_payment_failure
2153,2642,b2c_returning,484,11,1,0.0881,email,5181.12,risk_block,card,1,False,2026-05-05 17:53:00,0.0,temporary_payment_failure
4036,1106,b2c_returning,192,1,0,0.1324,email,1653.77,temporary_bank_decline,card,1,False,2026-05-05 17:55:00,0.0,temporary_payment_failure
1892,3443,b2c_new,178,3,0,0.0579,sms,5583.27,subscription_mandate_fail,card,1,True,2026-05-05 18:02:00,0.0,subscription_mandate_failure
6139,1245,b2c_new,299,6,2,0.3849,sms,2265.66,network_timeout,upi,1,False,2026-05-05 18:09:00,0.0,temporary_payment_failure
5851,701,b2c_new,95,3,0,0.2257,whatsapp,2946.64,temporary_bank_decline,upi,3,False,2026-05-05 18:30:00,0.6,repeated_payment_failure
9916,24,b2c_returning,187,6,2,0.5125,none,817.27,temporary_bank_decline,upi,1,False,2026-05-05 19:31:00,0.0,temporary_payment_failure
3960,3036,b2c_returning,242,1,0,0.1354,none,3582.99,temporary_bank_decline,upi,1,True,2026-05-05 19:58:00,0.0,temporary_payment_failure
1129,3075,b2c_returning,67,3,1,0.2419,none,4520.51,temporary_bank_decline,card,2,False,2026-05-05 20:00:00,0.3,repeated_payment_failure
1478,496,b2c_returning,54,4,0,0.373,email,2100.45,network_timeout,card,1,True,2026-05-05 20:01:00,0.0,temporary_payment_failure
2021,2793,b2c_returning,102,3,0,0.0757,none,2924.46,temporary_bank_decline,netbanking,1,False,2026-05-05 20:09:00,0.0,temporary_payment_failure
1328,1472,b2c_new,520,10,4,0.1953,sms,3708.29,customer_abandoned,upi,1,False,2026-05-05 20:25:00,0.0,checkout_abandonment
5674,182,b2c_returning,632,11,4,0.2135,sms,6252.1,subscription_mandate_fail,card,2,True,2026-05-05 20:37:00,0.3,subscription_mandate_failure
5852,207,b2c_new,169,3,0,0.279,whatsapp,441.66,network_timeout,netbanking,2,False,2026-05-05 20:37:00,0.3,repeated_payment_failure
2000,3476,b2c_new,419,11,0,0.0435,sms,2303.51,customer_abandoned,upi,1,False,2026-05-05 20:41:00,0.0,checkout_abandonment
4898,1390,b2c_new,104,6,1,0.0505,sms,1780.02,network_timeout,card,1,False,2026-05-05 21:22:00,0.0,temporary_payment_failure
9833,379,b2c_new,40,1,0,0.0809,whatsapp,896.46,network_timeout,card,1,True,2026-05-05 21:24:00,0.0,temporary_payment_failure
5377,3087,b2c_new,208,3,1,0.0865,email,2571.59,card_expired,upi,1,False,2026-05-05 21:40:00,0.0,temporary_payment_failure
121,609,b2c_returning,100,1,1,0.1047,email,1414.62,network_timeout,netbanking,3,False,2026-05-05 21:51:00,0.6,repeated_payment_failure
9658,3280,b2c_new,118,3,2,0.0655,none,1658.83,temporary_bank_decline,card,2,False,2026-05-05 22:00:00,0.3,repeated_payment_failure
9214,2608,b2c_new,281,4,0,0.1368,sms,2256.49,insufficient_funds,card,1,False,2026-05-05 22:11:00,0.0,temporary_payment_failure
5111,641,b2c_returning,305,8,2,0.0343,email,1461.9,risk_block,card,1,False,2026-05-05 22:12:00,0.0,temporary_payment_failure
3836,3154,b2c_new,555,11,4,0.3373,email,2181.83,customer_abandoned,upi,1,True,2026-05-05 22:13:00,0.0,checkout_abandonment
6423,874,b2c_new,43,1,0,0.2109,email,1934.89,network_timeout,wallet,1,False,2026-05-05 22:18:00,0.0,temporary_payment_failure
2677,64,b2c_returning,400,9,5,0.3053,sms,3124.19,subscription_mandate_fail,upi,1,True,2026-05-05 22:24:00,0.0,subscription_mandate_failure
2541,596,b2c_new,848,17,10,0.0734,email,719.49,risk_block,upi,2,False,2026-05-05 22:33:00,0.3,temporary_payment_failure
2797,1132,b2c_returning,86,1,0,0.0711,email,1619.82,network_timeout,upi,1,False,2026-05-05 22:43:00,0.0,temporary_payment_failure
6005,2717,b2c_returning,349,7,0,0.2861,whatsapp,3489.68,insufficient_funds,upi,2,True,2026-05-05 23:02:00,0.3,repeated_payment_failure
202,3099,b2c_new,64,1,1,0.2779,sms,796.01,network_timeout,upi,1,False,2026-05-05 23:07:00,0.0,temporary_payment_failure
5172,54,b2c_returning,137,5,0,0.1089,email,3911.99,risk_block,upi,3,False,2026-05-06 00:02:00,0.6,temporary_payment_failure
1802,2640,b2c_new,69,2,0,0.0703,whatsapp,5879.62,risk_block,upi,2,False,2026-05-06 00:30:00,0.3,temporary_payment_failure
8345,2224,b2c_new,33,2,1,0.4568,email,1491.98,insufficient_funds,card,1,False,2026-05-06 00:36:00,0.0,temporary_payment_failure
3060,2542,b2c_new,550,10,2,0.2128,none,2689.63,temporary_bank_decline,card,1,False,2026-05-06 02:04:00,0.0,temporary_payment_failure
4358,3254,b2c_new,286,2,1,0.1855,email,1479.52,card_expired,wallet,1,False,2026-05-06 02:06:00,0.0,temporary_payment_failure
8149,3323,b2c_returning,52,0,0,0.1245,email,429.64,network_timeout,netbanking,2,False,2026-05-06 02:12:00,0.3,repeated_payment_failure
9927,2350,b2c_new,796,21,9,0.1706,none,2546.65,temporary_bank_decline,upi,2,False,2026-05-06 02:19:00,0.3,repeated_payment_failure
5123,2484,b2c_new,134,0,0,0.1291,whatsapp,2334.87,temporary_bank_decline,card,1,False,2026-05-06 02:39:00,0.0,temporary_payment_failure
9650,523,b2c_new,199,5,3,0.2814,sms,765.26,temporary_bank_decline,card,1,False,2026-05-06 02:47:00,0.0,temporary_payment_failure
3512,3128,b2c_new,173,6,0,0.0465,email,3990.27,temporary_bank_decline,upi,2,False,2026-05-06 03:09:00,0.3,repeated_payment_failure
7802,320,b2b,722,14,3,0.1177,email,16422.88,network_timeout,card,1,True,2026-05-06 03:22:00,0.0,temporary_payment_failure
8717,1148,b2c_returning,200,5,2,0.1655,whatsapp,2674.85,customer_abandoned,upi,1,True,2026-05-06 03:25:00,0.0,checkout_abandonment
1337,3459,b2c_new,81,0,0,0.0815,email,5578.41,card_expired,upi,3,False,2026-05-06 04:08:00,0.6,temporary_payment_failure
53,2502,b2c_returning,138,5,0,0.2403,whatsapp,8231.29,temporary_bank_decline,card,2,False,2026-05-06 04:09:00,0.3,repeated_payment_failure
6444,1536,b2c_new,34,1,0,0.1224,email,2168.57,network_timeout,card,1,False,2026-05-06 04:13:00,0.0,temporary_payment_failure
2570,2276,b2c_new,656,15,3,0.0855,sms,1781.17,network_timeout,upi,2,True,2026-05-06 04:29:00,0.3,repeated_payment_failure
6300,2500,b2c_new,203,6,1,0.3617,none,3239.67,temporary_bank_decline,card,1,False,2026-05-06 04:50:00,0.0,temporary_payment_failure
4703,46,b2c_returning,51,2,0,0.3221,whatsapp,1092.29,temporary_bank_decline,card,1,False,2026-05-06 04:51:00,0.0,temporary_payment_failure
326,1517,b2c_new,127,4,0,0.023,email,1124.97,card_expired,netbanking,1,False,2026-05-06 05:10:00,0.0,temporary_payment_failure
3935,792,b2c_new,132,1,1,0.1633,whatsapp,502.15,temporary_bank_decline,upi,1,False,2026-05-06 05:25:00,0.0,temporary_payment_failure
2284,2314,b2c_new,185,6,1,0.1242,none,1787.14,customer_abandoned,upi,1,False,2026-05-06 05:34:00,0.0,checkout_abandonment
230,944,b2c_new,244,5,1,0.4193,email,938.85,temporary_bank_decline,upi,1,False,2026-05-06 05:35:00,0.0,temporary_payment_failure
6991,2590,b2c_new,50,1,0,0.0361,whatsapp,1727.9,network_timeout,upi,1,False,2026-05-06 05:35:00,0.0,temporary_payment_failure
2164,3221,b2c_new,352,13,1,0.4162,whatsapp,1202.33,temporary_bank_decline,upi,2,False,2026-05-06 05:40:00,0.3,repeated_payment_failure
6331,1098,b2c_returning,425,7,2,0.1748,whatsapp,737.4,temporary_bank_decline,wallet,2,False,2026-05-06 06:05:00,0.3,repeated_payment_failure
6874,3030,b2c_new,178,2,0,0.2935,whatsapp,1097.06,risk_block,upi,1,False,2026-05-06 06:14:00,0.0,temporary_payment_failure
181,464,b2c_new,638,13,4,0.0822,whatsapp,1683.51,temporary_bank_decline,card,1,False,2026-05-06 06:34:00,0.0,temporary_payment_failure
6518,1640,b2c_returning,126,1,0,0.1138,email,3014.95,temporary_bank_decline,wallet,1,False,2026-05-06 06:40:00,0.0,temporary_payment_failure
1283,691,b2c_new,675,13,4,0.1808,email,1454.85,subscription_mandate_fail,card,1,True,2026-05-06 06:45:00,0.0,subscription_mandate_failure
2837,2058,b2c_new,69,4,0,0.3718,email,4612.17,card_expired,wallet,2,False,2026-05-06 06:49:00,0.3,temporary_payment_failure
9971,1068,b2c_returning,101,4,0,0.0617,whatsapp,1516.45,card_expired,card,2,False,2026-05-06 07:02:00,0.3,temporary_payment_failure
8860,2617,b2c_new,137,3,1,0.3149,sms,1119.12,temporary_bank_decline,upi,2,False,2026-05-06 07:03:00,0.3,repeated_payment_failure
2488,1916,b2c_new,822,21,6,0.1943,sms,322.21,card_expired,upi,1,False,2026-05-06 07:39:00,0.0,temporary_payment_failure
4773,2532,b2c_returning,3230,38,7,0.3371,email,1390.74,insufficient_funds,card,1,False,2026-05-06 07:42:00,0.0,temporary_payment_failure
2405,3121,b2c_new,145,5,2,0.2604,sms,4844.71,temporary_bank_decline,netbanking,1,False,2026-05-06 07:55:00,0.0,temporary_payment_failure
4725,1037,b2c_new,306,1,0,0.3171,email,1238.39,network_timeout,card,1,False,2026-05-06 07:58:00,0.0,temporary_payment_failure
215,1707,b2c_new,113,3,1,0.1136,sms,1180.47,card_expired,upi,2,False,2026-05-06 08:02:00,0.3,temporary_payment_failure
5790,281,b2c_new,69,4,1,0.0112,whatsapp,2455.72,temporary_bank_decline,card,1,False,2026-05-06 08:04:00,0.0,temporary_payment_failure
1727,2811,b2c_new,99,3,1,0.0374,whatsapp,3480.08,network_timeout,upi,1,False,2026-05-06 08:43:00,0.0,temporary_payment_failure
194,574,b2c_returning,70,2,4,0.0649,whatsapp,6871.72,insufficient_funds,upi,2,False,2026-05-06 08:51:00,0.3,repeated_payment_failure
7920,1903,b2c_returning,336,7,3,0.1286,none,374.89,temporary_bank_decline,upi,1,False,2026-05-06 08:52:00,0.0,temporary_payment_failure
4624,1055,b2c_new,897,22,8,0.1199,email,879.25,network_timeout,card,2,False,2026-05-06 09:03:00,0.3,repeated_payment_failure
