transaction_id,failure_type,amount,risk_score,attempt_number,contact_fatigue_score,segment,action,source,fallback_used,recovered,recovered_amount,intervention_cost,discount_amount,net_recovered_amount,escalation_required,terminal,policy
4982,temporary_bank_decline,716.99,0.2009,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
4983,temporary_bank_decline,3615.76,0.3554,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
4984,customer_abandoned,2527.7,0.3554,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
4995,temporary_bank_decline,2729.23,0.0779,2,0.3,b2c_returning,discount,highest_expected_net_value,False,True,2456.307,0.0,272.923,2456.307,False,False,policy_a
5001,network_timeout,611.55,0.3376,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5026,customer_abandoned,291.38,0.0604,3,0.6,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5027,risk_block,1849.77,0.3515,1,0.0,b2c_new,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5030,temporary_bank_decline,3451.34,0.1601,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5035,customer_abandoned,2406.21,0.1515,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5036,network_timeout,552.66,0.1969,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5041,card_expired,1835.21,0.2443,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5044,subscription_mandate_fail,380.35,0.1616,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5054,subscription_mandate_fail,4356.82,0.0812,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5056,temporary_bank_decline,2166.81,0.356,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5059,network_timeout,3428.27,0.2767,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5064,network_timeout,3959.18,0.1872,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5073,subscription_mandate_fail,2167.4,0.1554,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5076,risk_block,278.89,0.0819,3,0.6,b2c_returning,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5082,temporary_bank_decline,3416.19,0.2783,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,3074.571,0.0,341.619,3074.571,False,False,policy_a
5087,network_timeout,5328.6,0.1838,1,0.0,b2c_new,retry,highest_expected_net_value,False,True,5328.6,2.0,0.0,5326.6,False,False,policy_a
5093,card_expired,1220.5,0.1668,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5100,network_timeout,6381.66,0.2216,3,0.6,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5101,card_expired,1231.53,0.2561,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5102,network_timeout,456.76,0.1961,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5103,temporary_bank_decline,1573.43,0.3508,2,0.3,b2c_new,discount,highest_expected_net_value,False,True,1416.087,0.0,157.34300000000002,1416.087,False,False,policy_a
5108,temporary_bank_decline,987.78,0.3034,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5110,risk_block,978.58,0.0407,1,0.0,b2c_returning,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5118,temporary_bank_decline,902.96,0.2435,3,0.6,b2c_returning,discount,highest_expected_net_value,False,True,812.664,0.0,90.296,812.664,False,False,policy_a
5124,temporary_bank_decline,19843.64,0.0262,1,0.0,b2b,reminder,highest_expected_net_value,False,False,0.0,3.0,0.0,-3.0,False,False,policy_a
5125,network_timeout,1107.68,0.1961,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5132,network_timeout,1636.37,0.1147,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,1636.37,2.0,0.0,1634.37,False,False,policy_a
5141,customer_abandoned,4367.65,0.0882,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5151,temporary_bank_decline,1294.18,0.1389,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5155,customer_abandoned,1726.77,0.2189,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1554.0929999999998,0.0,172.67700000000002,1554.0929999999998,False,False,policy_a
5162,temporary_bank_decline,2896.73,0.4916,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5163,customer_abandoned,2946.28,0.2971,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5165,temporary_bank_decline,3601.76,0.0779,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5170,card_expired,90905.5,0.1176,1,0.0,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
5175,customer_abandoned,80881.5,0.3288,2,0.3,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
5176,card_expired,809.99,0.2724,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5181,risk_block,1520.49,0.1732,2,0.3,b2c_returning,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5188,temporary_bank_decline,1424.08,0.1886,2,0.3,b2c_returning,discount,highest_expected_net_value,False,True,1281.672,0.0,142.408,1281.672,False,False,policy_a
5191,temporary_bank_decline,1020.64,0.1795,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,918.576,0.0,102.06400000000001,918.576,False,False,policy_a
5198,network_timeout,5958.21,0.1207,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5200,risk_block,1136.5,0.0931,2,0.3,b2c_new,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5203,risk_block,5108.64,0.4917,1,0.0,b2c_new,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5205,temporary_bank_decline,2187.07,0.4353,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5206,network_timeout,2239.03,0.2679,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5209,temporary_bank_decline,688.0,0.1668,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5212,temporary_bank_decline,1341.08,0.2521,2,0.3,b2c_new,discount,highest_expected_net_value,False,True,1206.972,0.0,134.108,1206.972,False,False,policy_a
5213,customer_abandoned,1526.25,0.3576,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1373.625,0.0,152.625,1373.625,False,False,policy_a
5217,temporary_bank_decline,1556.49,0.1732,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5234,temporary_bank_decline,4721.98,0.0305,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,4249.781999999999,0.0,472.198,4249.781999999999,False,False,policy_a
5239,insufficient_funds,49400.38,0.1684,1,0.0,b2b,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5246,temporary_bank_decline,2259.78,0.1761,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,2033.8020000000001,0.0,225.97800000000004,2033.8020000000001,False,False,policy_a
5249,temporary_bank_decline,1799.82,0.2709,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1619.838,0.0,179.982,1619.838,False,False,policy_a
5258,network_timeout,2372.58,0.1601,3,0.6,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5268,risk_block,2334.77,0.1481,1,0.0,b2c_new,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5269,temporary_bank_decline,2290.68,0.3018,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5281,customer_abandoned,3531.06,0.0882,3,0.6,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5299,customer_abandoned,1219.07,0.2009,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5303,customer_abandoned,2488.29,0.298,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5304,temporary_bank_decline,375.45,0.1475,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5310,network_timeout,679.43,0.2355,1,0.0,b2c_new,retry,highest_expected_net_value,False,True,679.43,2.0,0.0,677.43,False,False,policy_a
5314,temporary_bank_decline,498.27,0.1101,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,448.443,0.0,49.827,448.443,False,False,policy_a
5329,risk_block,3884.01,0.112,2,0.3,b2c_returning,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5333,customer_abandoned,845.77,0.071,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5335,network_timeout,1233.63,0.2357,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5338,network_timeout,1603.86,0.3052,1,0.0,b2c_new,retry,highest_expected_net_value,False,True,1603.86,2.0,0.0,1601.86,False,False,policy_a
5341,temporary_bank_decline,2756.88,0.4353,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5347,customer_abandoned,1305.39,0.1464,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5363,temporary_bank_decline,1930.59,0.4847,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5382,customer_abandoned,4262.7,0.3606,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5397,customer_abandoned,3849.81,0.368,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5403,network_timeout,1154.43,0.2971,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5406,temporary_bank_decline,2616.22,0.0243,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5416,insufficient_funds,450.89,0.0709,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5418,customer_abandoned,5146.42,0.2336,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5427,temporary_bank_decline,428.38,0.1914,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5431,network_timeout,1162.86,0.077,1,0.0,b2c_new,retry,highest_expected_net_value,False,True,1162.86,2.0,0.0,1160.86,False,False,policy_a
5434,card_expired,1685.03,0.0358,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5439,temporary_bank_decline,2895.36,0.2319,3,0.6,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5444,card_expired,1795.09,0.4847,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5449,temporary_bank_decline,480.15,0.1219,3,0.6,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5456,temporary_bank_decline,5056.15,0.056,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5461,network_timeout,3190.18,0.0779,3,0.6,b2c_returning,payment_link,highest_expected_net_value,False,True,3190.18,5.0,0.0,3185.18,False,False,policy_a
5462,subscription_mandate_fail,2219.78,0.2443,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5466,subscription_mandate_fail,1116.82,0.0243,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,True,1116.82,5.0,0.0,1111.82,False,False,policy_a
5471,temporary_bank_decline,4947.43,0.2284,3,0.6,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5473,temporary_bank_decline,910.69,0.336,3,0.6,b2c_returning,discount,highest_expected_net_value,False,True,819.6210000000001,0.0,91.06900000000002,819.6210000000001,False,False,policy_a
5478,network_timeout,1323.93,0.2494,1,0.0,b2c_new,retry,highest_expected_net_value,False,True,1323.93,2.0,0.0,1321.93,False,False,policy_a
5485,network_timeout,2882.56,0.2969,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5490,temporary_bank_decline,1327.89,0.1758,3,0.6,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5492,subscription_mandate_fail,1005.55,0.2364,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5496,temporary_bank_decline,896.39,0.0028,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5506,temporary_bank_decline,3134.67,0.0817,3,0.6,b2c_new,discount,highest_expected_net_value,False,True,2821.203,0.0,313.46700000000004,2821.203,False,False,policy_a
5509,customer_abandoned,828.86,0.5259,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5510,network_timeout,1227.67,0.354,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5511,subscription_mandate_fail,798.12,0.3032,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,True,798.12,5.0,0.0,793.12,False,False,policy_a
5512,temporary_bank_decline,1425.35,0.1965,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1282.8149999999998,0.0,142.535,1282.8149999999998,False,False,policy_a
5516,network_timeout,2767.97,0.0692,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5524,card_expired,1248.65,0.184,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5525,temporary_bank_decline,722.62,0.0709,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,650.358,0.0,72.262,650.358,False,False,policy_a
5537,temporary_bank_decline,2043.45,0.0136,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1839.105,0.0,204.34500000000003,1839.105,False,False,policy_a
5547,temporary_bank_decline,1451.52,0.1471,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5550,subscription_mandate_fail,5111.65,0.2166,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5551,insufficient_funds,3011.28,0.4512,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5555,network_timeout,3798.27,0.2257,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5556,network_timeout,1561.79,0.2048,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5567,temporary_bank_decline,422.8,0.1969,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5579,temporary_bank_decline,541.55,0.1245,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,541.55,2.0,0.0,539.55,False,False,policy_a
5589,temporary_bank_decline,883.54,0.1748,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5591,card_expired,1112.91,0.0978,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5604,network_timeout,1812.02,0.3566,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5610,temporary_bank_decline,1794.1,0.2872,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5612,customer_abandoned,5879.22,0.2472,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5618,temporary_bank_decline,2988.21,0.1304,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,2988.21,2.0,0.0,2986.21,False,False,policy_a
5619,temporary_bank_decline,1596.69,0.411,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5623,subscription_mandate_fail,55408.62,0.1168,2,0.3,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
5640,network_timeout,2151.09,0.1481,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5643,temporary_bank_decline,2944.83,0.4512,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5656,risk_block,562.48,0.0376,1,0.0,b2c_new,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5669,risk_block,66051.58,0.0897,1,0.0,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
5684,customer_abandoned,464.53,0.0719,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5696,subscription_mandate_fail,637.73,0.1495,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5704,customer_abandoned,49317.34,0.1545,2,0.3,b2b,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5707,network_timeout,1503.99,0.1643,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,True,1503.99,5.0,0.0,1498.99,False,False,policy_a
5713,card_expired,2053.5,0.0544,3,0.6,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5714,subscription_mandate_fail,712.75,0.2093,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,True,712.75,5.0,0.0,707.75,False,False,policy_a
5723,temporary_bank_decline,2851.06,0.2369,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5724,temporary_bank_decline,5335.8,0.1091,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5731,insufficient_funds,2982.6,0.1999,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5745,customer_abandoned,883.53,0.1498,2,0.3,b2c_new,discount,highest_expected_net_value,False,True,795.1769999999999,0.0,88.35300000000001,795.1769999999999,False,False,policy_a
5747,card_expired,514.74,0.1961,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,True,514.74,5.0,0.0,509.74,False,False,policy_a
5753,customer_abandoned,934.19,0.1495,3,0.6,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5759,temporary_bank_decline,754.86,0.0089,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5765,customer_abandoned,4480.76,0.2753,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5769,temporary_bank_decline,931.65,0.0101,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5772,insufficient_funds,1624.35,0.0817,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5775,temporary_bank_decline,5455.93,0.1447,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5780,network_timeout,1032.0,0.354,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5784,temporary_bank_decline,1299.47,0.1771,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5788,card_expired,4045.89,0.0305,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5790,temporary_bank_decline,2455.72,0.0112,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,2210.1479999999997,0.0,245.572,2210.1479999999997,False,False,policy_a
5792,subscription_mandate_fail,1072.27,0.2355,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5810,network_timeout,383.03,0.2545,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,383.03,2.0,0.0,381.03,False,False,policy_a
5819,customer_abandoned,1797.9,0.121,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1618.1100000000001,0.0,179.79000000000002,1618.1100000000001,False,False,policy_a
5820,temporary_bank_decline,2168.75,0.2918,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5822,network_timeout,2741.99,0.2319,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5828,network_timeout,1486.41,0.0669,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,True,1486.41,5.0,0.0,1481.41,False,False,policy_a
5835,temporary_bank_decline,1504.18,0.3187,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1353.7620000000002,0.0,150.418,1353.7620000000002,False,False,policy_a
5840,temporary_bank_decline,5991.01,0.1872,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5844,temporary_bank_decline,1573.24,0.5891,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5851,temporary_bank_decline,2946.64,0.2257,3,0.6,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5856,customer_abandoned,5965.74,0.0471,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5863,network_timeout,1976.92,0.0696,3,0.6,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5875,network_timeout,3584.18,0.4917,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5876,card_expired,3520.41,0.211,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5884,temporary_bank_decline,1107.21,0.0811,1,0.0,b2c_returning,discount,highest_expected_net_value,False,True,996.489,0.0,110.721,996.489,False,False,policy_a
5885,temporary_bank_decline,13853.3,0.2403,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5894,temporary_bank_decline,865.93,0.1471,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5899,temporary_bank_decline,4584.16,0.0692,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5909,temporary_bank_decline,3301.01,0.2753,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5913,subscription_mandate_fail,800.16,0.2417,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5914,card_expired,659.2,0.2364,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5933,temporary_bank_decline,1648.07,0.1982,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5943,temporary_bank_decline,768.95,0.275,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5944,customer_abandoned,3435.44,0.2475,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5949,customer_abandoned,376.96,0.1562,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5961,card_expired,2159.78,0.2521,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5963,temporary_bank_decline,2507.23,0.239,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,2256.507,0.0,250.723,2256.507,False,False,policy_a
5971,subscription_mandate_fail,2166.6,0.3566,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
5972,customer_abandoned,1415.63,0.0779,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5974,network_timeout,1617.85,0.2325,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
5984,customer_abandoned,2531.87,0.1911,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
5995,temporary_bank_decline,1831.26,0.4523,1,0.0,b2c_returning,discount,highest_expected_net_value,False,True,1648.134,0.0,183.126,1648.134,False,False,policy_a
6000,temporary_bank_decline,1183.39,0.2508,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
6010,temporary_bank_decline,3883.1,0.0508,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,3494.79,0.0,388.31,3494.79,False,False,policy_a
6011,temporary_bank_decline,1180.61,0.0646,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
6023,network_timeout,4983.47,0.2166,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
